,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm
448,7000000,Other,12741891,Weekend at Bernie's II,PG,9.07.1993 00:00,4.6,11036,Robert Klane,1993,1,0.820270143,80,FALSE,8494,tt0108539,Weekend at Bernie's II,Weekend at Bernie's II,Comedy,US,"re animate, conga, dancing corpse, yanked off bikini top",1993,-0.9593335117656595,-1.9690656854617425,-0.7780992889723057
449,13000000,Other,6574896,Once Upon a Forest,G,18.06.1993 00:00,6.5,4131,Rae Lambert,1993,0,-0.494238769,-50,FALSE,33539,tt0107745,Once Upon a Forest,Once Upon a Forest,"Animation, Family, Adventure","GB, US","friendship, animal",1993,-0.7063900236987292,0.261297313288557,-0.8972206441480837
450,30000000,Metro-Goldwyn-Mayer (MGM),8023147,The Meteor Man,PG,6.08.1993 00:00,5.0,5627,Robert Townsend,1993,0,-0.732561767,-70,FALSE,11244,tt0107563,The Meteor Man,The Meteor Man,"Fantasy, Action, Comedy, Science Fiction, Family",US,"street gang, hero, music teacher, supernatural powers, superhero",1993,0.010283192490906621,-1.499515580461679,-0.8714124548152866
451,3000000,Other,3902679,Warlock: The Armageddon,R,24.09.1993 00:00,5.3,4275,David Twohy,1993,1,0.300893,30,FALSE,24126,tt0108517,Warlock: The Armageddon,Warlock: The Armageddon,"Fantasy, Horror, Science Fiction",US,"armageddon, warlock",1993,-1.1279625038102796,-1.147353001711632,-0.8947364334101674
452,8000000,Other,1299318,King of the Hill,PG-13,20.08.1993 00:00,7.6,6291,A.E. Hotchner,1993,0,-0.83758525,-80,FALSE,34024,tt0107322,King of the Hill,King of the Hill,Drama,US,"marbles, elevator operator, bellboy, lock child, living alone, st. louis, against the odds,  epileptic seizure, understanding",1993,-0.9171762637545045,1.5525601020387296,-0.8599574830793393
453,18000000,Castle Rock Entertainment,1528163,Josh and S.A.M.,PG-13,24.11.1993 00:00,5.8,1253,Frank Deese,1993,0,-0.915102056,-90,FALSE,48706,tt0107277,Josh and S.A.M.,Josh and S.A.M.,"Adventure, Action, Comedy",US,"brother brother relationship, canada, cross country, journey",1993,-0.49560378364295393,-0.5604153704615534,-0.9468703559794941
454,11000000,New Line Cinema,16696219,Blink,R,26.01.1994 00:00,6.2,6770,Dana Stevens,1993,1,0.517838091,50,FALSE,26203,tt0109297,Blink,Blink,"Mystery, Crime, Drama, Thriller",US,"killer, blindness",1994,-0.7907045197210393,-0.09086526546149003,-0.851694032083076
455,6000000,New Line Cinema,12974636,Man's Best Friend,R,19.11.1993 00:00,5.1,3256,John Lafia,1993,1,1.162439333,120,FALSE,41759,tt0107504,Man's Best Friend,Man's Best Friend,"Horror, Science Fiction, Thriller",US,"killer, dog, mutated",1993,-1.0014907597768146,-1.3821280542116638,-0.9123156746736167
456,14000000,Hollywood Pictures,8041049,Aspen Extreme,PG-13,22.01.1993 00:00,5.8,2414,Patrick Hasburgh,1993,0,-0.425639357,-40,FALSE,16370,tt0106315,Aspen Extreme,Aspen Extreme,Drama,US,skiing,1993,-0.6642327756875741,-0.5604153704615534,-0.926841406905044
457,12000000,Twentieth Century Fox Film Corporation,5086909,Ghost in the Machine,R,29.12.1993 00:00,4.4,2839,William Davies,1993,0,-0.576090917,-60,FALSE,41651,tt0107009,Ghost in the Machine,Ghost in the Machine,"Horror, Science Fiction, Thriller",US,"technology, babysitter, virtual reality, computer, serial killer, hospital, electrocution, single mother, pet dog, pseudoscience, magnet, address book, woman director, 1990s",1993,-0.7485472717098842,-2.203840737961773,-0.9195095349354994
458,10000000,Other,72495,Dangerous Game,R,19.11.1993 00:00,5.7,3022,Nicholas St. John,1993,0,-0.9927505,-100,FALSE,49299,tt0106660,Dangerous Game,Dangerous Game,Drama,US,"independent film, drug, divorce, filmmaking, psychological drama",1993,-0.8328617677321943,-0.6778028967115687,-0.9163525171227308
459,12000000,Other,1703282,A Home of Our Own,PG,5.11.1993 00:00,7.1,2416,Patrick Sheane Duncan,1993,0,-0.858059833,-90,FALSE,78133,tt0107130,A Home of Our Own,A Home of Our Own,"Comedy, Drama",US,"child abuse, widow, biography, family relationships, child's point of view",1993,-0.7485472717098842,0.9656224707886509,-0.9268069039781285
460,19000000,Other,2119994,The Nutcracker,G,24.11.1993 00:00,5.8,1280,Susan Cooper,1993,0,-0.888421368,-90,FALSE,73191,tt0107719,The Nutcracker,The Nutcracker,"Family, Fantasy, Music",US,ballet,1993,-0.4534465356317989,-0.5604153704615534,-0.9464045664661348
461,8000000,Miramax,874148,Mother's Boys,R,18.03.1994 00:00,5.4,2570,Bernard Taylor,1993,0,-0.8907315,-90,FALSE,41587,tt0107606,Mother's Boys,Mother's Boys,"Drama, Thriller",US,"based on novel, psychopath, suspense, independent film, injury",1994,-0.9171762637545045,-1.0299654754616157,-0.9241501786056346
462,13000000,Other,3125424,Mr. Wonderful,PG-13,15.10.1993 00:00,5.9,2743,Amy Schor Ferris,1993,0,-0.759582769,-80,FALSE,31911,tt0107613,Mr. Wonderful,Mr. Wonderful,"Comedy, Romance",US,"professor, friendship, unfaithfulness, bowling alley, alimony",1993,-0.7063900236987292,-0.443027844211537,-0.9211656754274435
463,999999,Other,238230,Fear of a Black Hat,R,3.06.1994 00:00,7.2,3462,Rusty Cundieff,1993,0,-0.761769762,-80,FALSE,20239,tt0106880,Fear of a Black Hat,Fear of a Black Hat,Comedy,"GB, US","hip-hop, musician, mockumentary, spoof",1994,-1.2122770419898379,1.0830099970386673,-0.9087618732013198
464,2500000,Other,764083,"Bodies, Rest & Motion",R,9.04.1993 00:00,5.6,2008,Roger Hedden,1993,0,-0.6943668,-70,FALSE,47676,tt0106447,"Bodies, Rest & Motion","Bodies, Rest & Motion","Drama, Romance",US,"sex, highway, road trip, love, friends, independent film, salesman",1993,-1.1490411278158572,-0.795190422961585,-0.9338455010688913
465,1000000,Other,2691899,Sankofa,Not specified,28.05.1993 00:00,7.1,456,Haile Gerima,1993,1,1.691899,170,FALSE,68351,tt0108041,Sankofa,Sankofa,Drama,"BF, DE, GH, GB, US","africa, slavery, freedom, drama, african american",1993,-1.2122769998325897,0.9656224707886509,-0.9606197723553225
466,5000000,Other,2970,Philadelphia Experiment II,PG-13,4.06.1994 00:00,4.5,1526,Wallace C. Bennett,1993,0,-0.999406,-100,FALSE,35610,tt0107819,Philadelphia Experiment II,Philadelphia Experiment II,Science Fiction,US,"time travel, philadelphia experiment",1994,-1.0436480077879695,-2.0864532117117576,-0.9421607064555279
467,800000,Other,1001437,Ruby in Paradise,R,5.11.1993 00:00,7.1,2137,Jane Austen,1993,1,0.25179625,30,FALSE,47889,tt0108000,Ruby in Paradise,Ruby in Paradise,"Drama, Romance",US,independent film,1993,-1.2207084494348208,0.9656224707886509,-0.9316200622828413
468,34000000,Warner Bros.,50282766,Natural Born Killers,R,26.08.1994 00:00,7.3,185627,Quentin Tarantino,1994,1,0.478904882,50,FALSE,241,tt0110632,Natural Born Killers,Natural Born Killers,"Crime, Thriller, Drama",US,"sadistic, journalist, mass murder, yellow press, trauma, daughter, satire, controversy, controversial, violence, young couple, abuse",1994,0.17891218453552682,1.2003975232886828,2.2338509675800835
469,30000000,TriStar Pictures,66638883,Legends of the Fall,R,13.01.1995 00:00,7.5,121453,Susan Shilliday,1994,1,1.2212961,120,FALSE,4476,tt0110322,Legends of the Fall,Legends of the Fall,"Adventure, Drama, Romance, War",US,"brother brother relationship, montana, based on novel, world war i, journey round the world",1995,0.010283192490906621,1.4351725757887144,1.126755551642303
470,23000000,Other,50693162,The Crow,R,13.05.1994 00:00,7.6,144969,James O'Barr,1994,1,1.204050522,120,FALSE,9495,tt0109506,The Crow,The Crow,"Fantasy, Action, Thriller",US,"halloween, arson, detroit",1994,-0.2848175435871787,1.5525601020387296,1.5324409663148002
471,63000000,Warner Bros.,25052000,Wyatt Earp,PG-13,24.06.1994 00:00,6.7,38101,Dan Gordon,1994,0,-0.602349206,-60,FALSE,12160,tt0111756,Wyatt Earp,Wyatt Earp,"Drama, Action, Western",US,"gunslinger, gambling, sheriff, deputy sheriff, wretch, wyatt earp, historical figure, doc holliday",1994,1.4014723768590232,0.49607236578858865,-0.3111884304882464
472,46000000,Universal Pictures,130512915,The Flintstones,PG,27.05.1994 00:00,4.8,64538,Tom S. Parker,1994,1,1.837237283,180,FALSE,888,tt0109813,The Flintstones,The Flintstones,"Fantasy, Comedy, Family",US,"manager, jealousy, bad mother-in-law, adoption, family's daily life, stone age, plan, friendship, best friend, dinosaur",1994,0.6847991606693874,-1.7342906329617107,0.14488850894434468
473,11500000,Other,20982557,Reality Bites,PG-13,18.02.1994 00:00,6.6,38652,Helen Childress,1994,1,0.824570174,80,FALSE,2788,tt0110950,Reality Bites,Reality Bites,Drama,US,"roommate, yuppie, generations confilct, camcorder, cohabitant, cabriolet, fictional tv show, unemployed",1994,-0.7696258957154618,0.3786848395385723,-0.301682874123025
474,35000000,Paramount Pictures,75668868,Star Trek: Generations,PG,18.11.1994 00:00,6.6,64703,Gene Roddenberry,1994,1,1.161967657,120,FALSE,193,tt0111280,Star Trek: Generations,Star Trek: Generations,"Science Fiction, Action, Adventure, Thriller",US,"based on tv series, death, exploding planet, mountain cabin, solar system",1994,0.22106943254668185,0.3786848395385723,0.14773500041487378
475,18000000,Touchstone Pictures,5887457,Ed Wood,R,7.10.1994 00:00,7.9,149166,Rudolph Grey,1994,0,-0.672919056,-70,FALSE,522,tt0109707,Ed Wood,Ed Wood,"Comedy, Drama, History",US,"individual, taxi, transsexuality, fortune teller, film business, film making, film producer, vororte, film maker, boxer, film director, oddball, celebrity, morphine, movie studio, los angeles, drug addict, cult director, theremin, handgun, trick or treating, actor, transvestite",1994,-0.49560378364295393,1.9047226807887776,1.6048453584469857
476,8000000,New Line Cinema,18090181,New Nightmare,R,14.10.1994 00:00,6.4,41464,Wes Craven,1994,1,1.261272625,130,FALSE,11596,tt0111686,New Nightmare,New Nightmare,"Horror, Thriller, Mystery, Fantasy",US,"fire, kidnapping, nightmare, earthquake, insomnia, supernatural, celebrity, mascot, alternate dimension, fame, hospital, hollywood, storytelling, alternate reality, self-referential, reboot, film industry, disfigurement, sleepwalking, meta film, dreams, cameos",1994,-0.9171762637545045,0.14390978703854165,-0.25317175887982624
477,62000000,Other,122187717,Clear and Present Danger,PG-13,3.08.1994 00:00,6.9,74328,Tom Clancy,1994,1,0.970769629,100,FALSE,9331,tt0109444,Clear and Present Danger,Clear and Present Danger,"Action, Drama, Thriller",US,"assassination, spy, ambush, cia, helicopter, based on novel, usa president, sniper, fbi, colombia, drug traffic, bomber, mission of murder, mercenary, insurgence, coast guard, spying, war, car bomb, drug cartel, conspiracy, shootout, infantry, violence, jack ryan, political cover-up",1994,1.3593151288478682,0.7308474182886203,0.3137803361957373
478,40000000,Warner Bros.,38087756,Ri¢hie Ri¢h,PG,21.12.1994 00:00,5.3,53644,Neil Tolkin,1994,0,-0.0478061,0,FALSE,11011,tt0110989,Ri¢hie Ri¢h,Ri¢hie Ri¢h,"Comedy, Family",US,"family, life raft, private airplane, toothbrush, gluttony, magnifying glass, rubber boat",1994,0.4318556726024571,-1.147353001711632,-0.043048933964406205
479,50000000,Twentieth Century Fox Film Corporation,16671505,Baby's Day Out,PG,1.07.1994 00:00,6.0,36625,John Hughes,1994,0,-0.6665699,-70,FALSE,11212,tt0109190,Baby's Day Out,Baby's Day Out,"Action, Adventure, Comedy, Family",US,"baby, hoodlum, lost child",1994,0.8534281527140075,-0.3256403179615217,-0.3366515905518884
480,20000000,Warner Bros.,19288821,Little Giants,PG,14.10.1994 00:00,6.3,21057,James Ferguson,1994,0,-0.03555895,0,FALSE,20726,tt0110364,Little Giants,Little Giants,"Comedy, Family",US,"american football coach, sport",1994,-0.4112892876206439,0.026522260788525286,-0.6052223736621725
481,8000000,New Line Cinema,8946600,In the Mouth of Madness,R,3.02.1995 00:00,7.2,47554,Michael De Luca,1994,1,0.118325,10,FALSE,2654,tt0113409,In the Mouth of Madness,In the Mouth of Madness,"Horror, Mystery, Thriller",US,"small town, paranoia, new hampshire, insanity, suspense, h.p. lovecraft, diner, author, disappearance, church, violence, gothic, crucifix, new england, insurance investigator, ghost town, publisher, horror novel",1995,-0.9171762637545045,1.0830099970386673,-0.14811034642211623
482,31000000,Other,33683817,Nell,PG-13,23.12.1994 00:00,6.5,23973,Mark Handley,1994,1,0.086574742,10,FALSE,1945,tt0110638,Nell,Nell,"Drama, Thriller",US,"loss of mother, loss of sister, twin sister, autism, lake, kaspar-hauser-syndrom, feral child, forest, north carolina, psychologist, family",1994,0.05244044050206167,0.261297313288557,-0.5549171062193674
483,75000000,Other,101631272,Maverick,PG,20.05.1994 00:00,7.0,88132,Roy Huggins,1994,1,0.355083627,40,FALSE,9359,tt0110478,Maverick,Maverick,"Action, Adventure, Comedy, Drama, Western",US,"poker, mississippi, saloon, ship, native american, on the run, based on tv series, steamboat, attempted robbery, cowboy and outlaw",1994,1.9073593529928838,0.8482349445386357,0.5519195377665467
484,45000000,Warner Bros.,57362581,The Specialist,R,7.10.1994 00:00,5.5,53868,John Shirley,1994,1,0.274724022,30,FALSE,2636,tt0111255,The Specialist,The Specialist,"Action, Thriller","PE, US","explosive, revenge, explosives expert",1994,0.6426419126582323,-0.9125779492116004,-0.039184606149869745
485,40000000,Other,24332324,Renaissance Man,PG-13,3.06.1994 00:00,6.1,14657,Jim Burnstein,1994,0,-0.3916919,-40,FALSE,11858,tt0110971,Renaissance Man,Renaissance Man,"Comedy, War","CA, US","vietnam veteran, commercial, advertising expert, kaserne, stau, soldier, unemployment, woman director, teachers and students",1994,0.4318556726024571,-0.2082527917115064,-0.7156317397917856
486,55000000,Paramount Pictures,42610000,Beverly Hills Cop III,R,25.05.1994 00:00,5.5,64891,Danilo Bach,1994,0,-0.225272727,-20,FALSE,306,tt0109254,Beverly Hills Cop III,Beverly Hills Cop III,"Action, Comedy, Crime",US,"detective, undercover, security camera, carousel , investigation, weapon, sequel, rescue, counterfeit, shootout, dirty cop, gunfight, los angeles, explosion, violence, foot chase, framed, car chase, secret service, amusement park, roller coaster, beverly hills, buddy comedy",1994,1.064214392769783,-0.9125779492116004,0.15097827554493115
487,31000000,Other,24822619,Quiz Show,PG-13,7.10.1994 00:00,7.5,57114,Paul Attanasio,1994,0,-0.199270355,-20,FALSE,11450,tt0110932,Quiz Show,Quiz Show,"History, Drama",US,"television, tv show, manipulation, manipulation of the media, product placement, investigation, tv ratings, quiz show, fragen, lawyer",1994,0.05244044050206167,1.4351725757887144,0.016813644233993424
488,55000000,Warner Bros.,83015089,Disclosure,R,9.12.1994 00:00,6.0,39139,Michael Crichton,1994,1,0.509365255,50,FALSE,8984,tt0109635,Disclosure,Disclosure,"Drama, Thriller, Crime, Mystery, Romance",US,"employee, workplace, sexual harassment, intrigue",1994,1.064214392769783,-0.3256403179615217,-0.29328141141909975
489,27000000,Twentieth Century Fox Film Corporation,13670688,The Pagemaster,G,23.11.1994 00:00,6.0,17391,David Kirschner,1994,0,-0.493678222,-50,FALSE,15139,tt0110763,The Pagemaster,The Pagemaster,"Fantasy, Science Fiction, Family, Animation",US,"library, adventure, part animated",1994,-0.11618855154255853,-0.3256403179615217,-0.6684662386982915
490,30000000,Other,2869369,The Hudsucker Proxy,PG,11.03.1994 00:00,7.3,68649,Ethan Coen,1994,0,-0.904354367,-90,FALSE,11934,tt0110074,The Hudsucker Proxy,The Hudsucker Proxy,"Comedy, Drama","DE, GB, US","suicide, new york, corruption, journalist, inventor, undercover, toy, plan, boss, investigation, company, industry, party, money, board, stocks",1994,0.010283192490906621,1.2003975232886828,0.21580927521916338
491,40000000,Other,19721814,Color of Night,R,19.08.1994 00:00,5.1,19835,Billy Ray,1994,0,-0.50695465,-50,FALSE,2124,tt0109456,Color of Night,Color of Night,"Drama, Mystery, Romance, Thriller",US,"suicide, california, sex, secret identity, eroticism, paranoia, nudity, group therapy, therapist, grief, obsessive compulsive disorder, violence, psychiatrist, car chase, disguise, mental illness, color blindness, voyeurism",1994,0.4318556726024571,-1.3821280542116638,-0.6263036620075454
492,45000000,Universal Pictures,46815748,The River Wild,PG-13,30.09.1994 00:00,6.3,35146,Denis O'Neill,1994,1,0.040349956,0,FALSE,8987,tt0110997,The River Wild,The River Wild,"Action, Adventure, Crime, Thriller",US,"river, robber, boston, bank robber, marriage crisis, hostage-taking, rafting, criminal, white water rafting",1994,0.6426419126582323,0.026522260788525286,-0.36216650500590375
493,8000000,Twentieth Century Fox Film Corporation,4350774,PCU,PG-13,29.04.1994 00:00,6.6,10934,Adam Leff,1994,0,-0.45615325,-50,FALSE,14425,tt0110759,PCU,PCU,Comedy,US,"mascot, beer keg, political correctness, ultimate frisbee, funky music, fund raiser, stage diving",1994,-0.9171762637545045,0.3786848395385723,-0.7798589382449965
494,25000000,New Line Cinema,22150451,Don Juan DeMarco,PG-13,7.04.1995 00:00,6.7,43444,Lord Byron,1994,0,-0.11398196,-10,FALSE,1909,tt0112883,Don Juan DeMarco,Don Juan DeMarco,"Romance, Drama, Comedy",US,"sex addiction, love, mental institution, patient, psychiatrist, don juan",1995,-0.20050304756486861,0.49607236578858865,-0.21901386123347716
495,20000000,Other,9771658,The Swan Princess,G,18.11.1994 00:00,6.4,18972,Richard Rich,1994,0,-0.5114171,-50,FALSE,22586,tt0111333,The Swan Princess,The Swan Princess,Animation,US,"princess, swan",1994,-0.4112892876206439,0.14390978703854165,-0.6411916749715855
496,2500000,Other,6138485,The Last Seduction,R,26.10.1994 00:00,7.1,17307,Steve Barancik,1994,1,1.455394,150,FALSE,25284,tt0110308,The Last Seduction,The Last Seduction,"Thriller, Mystery, Romance","GB, US","femme fatale, money, drug, loan shark, neo-noir",1994,-1.1490411278158572,0.9656224707886509,-0.6699153616287427
497,50000000,Other,38590500,On Deadly Ground,R,18.02.1994 00:00,4.4,19210,Ed Horowitz,1994,0,-0.22819,-20,FALSE,9624,tt0110725,On Deadly Ground,On Deadly Ground,"Action, Thriller",US,"fight, inuit, petrol, company, alaska, enviromental",1994,0.8534281527140075,-2.203840737961773,-0.6370858266686404
498,25000000,Other,6841570,Exit to Eden,R,14.10.1994 00:00,4.1,5798,Anne Rice,1994,0,-0.7263372,-70,FALSE,18395,tt0109758,Exit to Eden,Exit to Eden,"Thriller, Comedy, Crime, Romance",US,"female nudity, sexuality, island, love, mistress, kinky, smuggler, bdsm",1994,-0.20050304756486861,-2.5560033167118212,-0.868462454564011
