,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released
677,35000000,Other,33423521,Street Fighter,PG-13,23.12.1994 00:00,3.8,56055,Steven E. de Souza,1994,0,-0.045042257,0,FALSE,11667,tt0111301,Street Fighter,Street Fighter,"Action, Adventure, Thriller","JP, US","dictator, martial arts, hostage, liberation of hostage, hostage-taking, street fighter, united nations, based on video game",1994
678,20000000,Warner Bros.,19288821,Little Giants,PG,14.10.1994 00:00,6.3,21057,James Ferguson,1994,0,-0.03555895,0,FALSE,20726,tt0110364,Little Giants,Little Giants,"Comedy, Family",US,"american football coach, sport",1994
679,8000000,New Line Cinema,8946600,In the Mouth of Madness,R,3.02.1995 00:00,7.2,47554,Michael De Luca,1994,1,0.118325,10,FALSE,2654,tt0113409,In the Mouth of Madness,In the Mouth of Madness,"Horror, Mystery, Thriller",US,"small town, paranoia, new hampshire, insanity, suspense, h.p. lovecraft, diner, author, disappearance, church, violence, gothic, crucifix, new england, insurance investigator, ghost town, publisher, horror novel",1995
680,31000000,Other,33683817,Nell,PG-13,23.12.1994 00:00,6.5,23973,Mark Handley,1994,1,0.086574742,10,FALSE,1945,tt0110638,Nell,Nell,"Drama, Thriller",US,"loss of mother, loss of sister, twin sister, autism, lake, kaspar-hauser-syndrom, feral child, forest, north carolina, psychologist, family",1994
681,75000000,Other,101631272,Maverick,PG,20.05.1994 00:00,7.0,88132,Roy Huggins,1994,1,0.355083627,40,FALSE,9359,tt0110478,Maverick,Maverick,"Action, Adventure, Comedy, Drama, Western",US,"poker, mississippi, saloon, ship, native american, on the run, based on tv series, steamboat, attempted robbery, cowboy and outlaw",1994
682,22000000,Walt Disney Pictures,144833357,The Santa Clause,PG,11.11.1994 00:00,6.4,71963,Leo Benvenuti,1994,1,5.583334409,560,FALSE,11395,tt0111070,The Santa Clause,The Santa Clause,"Fantasy, Drama, Comedy, Family",US,"holiday, christmas party, santa claus, deal, christmas tree, christmas",1994
683,45000000,Warner Bros.,57362581,The Specialist,R,7.10.1994 00:00,5.5,53868,John Shirley,1994,1,0.274724022,30,FALSE,2636,tt0111255,The Specialist,The Specialist,"Action, Thriller","PE, US","explosive, revenge, explosives expert",1994
684,40000000,Other,24332324,Renaissance Man,PG-13,3.06.1994 00:00,6.1,14657,Jim Burnstein,1994,0,-0.3916919,-40,FALSE,11858,tt0110971,Renaissance Man,Renaissance Man,"Comedy, War","CA, US","vietnam veteran, commercial, advertising expert, kaserne, stau, soldier, unemployment, woman director, teachers and students",1994
685,55000000,Paramount Pictures,42610000,Beverly Hills Cop III,R,25.05.1994 00:00,5.5,64891,Danilo Bach,1994,0,-0.225272727,-20,FALSE,306,tt0109254,Beverly Hills Cop III,Beverly Hills Cop III,"Action, Comedy, Crime",US,"detective, undercover, security camera, carousel , investigation, weapon, sequel, rescue, counterfeit, shootout, dirty cop, gunfight, los angeles, explosion, violence, foot chase, framed, car chase, secret service, amusement park, roller coaster, beverly hills, buddy comedy",1994
686,31000000,Other,24822619,Quiz Show,PG-13,7.10.1994 00:00,7.5,57114,Paul Attanasio,1994,0,-0.199270355,-20,FALSE,11450,tt0110932,Quiz Show,Quiz Show,"History, Drama",US,"television, tv show, manipulation, manipulation of the media, product placement, investigation, tv ratings, quiz show, fragen, lawyer",1994
687,55000000,Warner Bros.,83015089,Disclosure,R,9.12.1994 00:00,6.0,39139,Michael Crichton,1994,1,0.509365255,50,FALSE,8984,tt0109635,Disclosure,Disclosure,"Drama, Thriller, Crime, Mystery, Romance",US,"employee, workplace, sexual harassment, intrigue",1994
688,27000000,Twentieth Century Fox Film Corporation,13670688,The Pagemaster,G,23.11.1994 00:00,6.0,17391,David Kirschner,1994,0,-0.493678222,-50,FALSE,15139,tt0110763,The Pagemaster,The Pagemaster,"Fantasy, Science Fiction, Family, Animation",US,"library, adventure, part animated",1994
689,30000000,Other,2869369,The Hudsucker Proxy,PG,11.03.1994 00:00,7.3,68649,Ethan Coen,1994,0,-0.904354367,-90,FALSE,11934,tt0110074,The Hudsucker Proxy,The Hudsucker Proxy,"Comedy, Drama","DE, GB, US","suicide, new york, corruption, journalist, inventor, undercover, toy, plan, boss, investigation, company, industry, party, money, board, stocks",1994
690,40000000,Other,19721814,Color of Night,R,19.08.1994 00:00,5.1,19835,Billy Ray,1994,0,-0.50695465,-50,FALSE,2124,tt0109456,Color of Night,Color of Night,"Drama, Mystery, Romance, Thriller",US,"suicide, california, sex, secret identity, eroticism, paranoia, nudity, group therapy, therapist, grief, obsessive compulsive disorder, violence, psychiatrist, car chase, disguise, mental illness, color blindness, voyeurism",1994
691,45000000,Universal Pictures,46815748,The River Wild,PG-13,30.09.1994 00:00,6.3,35146,Denis O'Neill,1994,1,0.040349956,0,FALSE,8987,tt0110997,The River Wild,The River Wild,"Action, Adventure, Crime, Thriller",US,"river, robber, boston, bank robber, marriage crisis, hostage-taking, rafting, criminal, white water rafting",1994
692,8000000,Twentieth Century Fox Film Corporation,4350774,PCU,PG-13,29.04.1994 00:00,6.6,10934,Adam Leff,1994,0,-0.45615325,-50,FALSE,14425,tt0110759,PCU,PCU,Comedy,US,"mascot, beer keg, political correctness, ultimate frisbee, funky music, fund raiser, stage diving",1994
693,25000000,New Line Cinema,22150451,Don Juan DeMarco,PG-13,7.04.1995 00:00,6.7,43444,Lord Byron,1994,0,-0.11398196,-10,FALSE,1909,tt0112883,Don Juan DeMarco,Don Juan DeMarco,"Romance, Drama, Comedy",US,"sex addiction, love, mental institution, patient, psychiatrist, don juan",1995
694,20000000,Other,9771658,The Swan Princess,G,18.11.1994 00:00,6.4,18972,Richard Rich,1994,0,-0.5114171,-50,FALSE,22586,tt0111333,The Swan Princess,The Swan Princess,Animation,US,"princess, swan",1994
695,3500000,New Line Cinema,16036534,Above the Rim,R,23.03.1994 00:00,6.6,11508,Jeff Pollack,1994,1,3.581866857,360,FALSE,19092,tt0109035,Above the Rim,Above the Rim,"Crime, Drama",US,sport,1994
696,2500000,Other,6138485,The Last Seduction,R,26.10.1994 00:00,7.1,17307,Steve Barancik,1994,1,1.455394,150,FALSE,25284,tt0110308,The Last Seduction,The Last Seduction,"Thriller, Mystery, Romance","GB, US","femme fatale, money, drug, loan shark, neo-noir",1994
697,50000000,Other,38590500,On Deadly Ground,R,18.02.1994 00:00,4.4,19210,Ed Horowitz,1994,0,-0.22819,-20,FALSE,9624,tt0110725,On Deadly Ground,On Deadly Ground,"Action, Thriller",US,"fight, inuit, petrol, company, alaska, enviromental",1994
698,25000000,Other,6841570,Exit to Eden,R,14.10.1994 00:00,4.1,5798,Anne Rice,1994,0,-0.7263372,-70,FALSE,18395,tt0109758,Exit to Eden,Exit to Eden,"Thriller, Comedy, Crime, Romance",US,"female nudity, sexuality, island, love, mistress, kinky, smuggler, bdsm",1994
699,7400000,New Line Cinema,7690013,Surviving the Game,R,15.04.1994 00:00,6.1,8846,Eric Bernt,1994,1,0.039190946,0,FALSE,17585,tt0111323,Surviving the Game,Surviving the Game,"Action, Adventure, Thriller, Crime",US,hunting human beings,1994
700,2500000,Other,2881508,Shallow Grave,R,10.02.1995 00:00,7.3,49100,John Hodge,1994,1,0.1526032,20,FALSE,9905,tt0111149,Shallow Grave,Shallow Grave,"Crime, Thriller",GB,"roommate, distrust, overdose, grave, suspense, dark comedy, shallow grave",1995
701,14000000,Universal Pictures,13640000,Crooklyn,PG-13,13.05.1994 00:00,6.9,6583,Cinqué Lee,1994,0,-0.025714286,0,FALSE,34152,tt0109504,Crooklyn,Crooklyn,"Comedy, Drama",US,"black people, 1970s, jazz musician, straßenkids, dysfunctional family, independent film, teacher, urban, parenthood",1994
702,16000000,Other,3359465,Blue Sky,PG-13,16.09.1994 00:00,6.4,5683,Rama Laurie Stagner,1994,0,-0.790033438,-80,FALSE,57834,tt0109306,Blue Sky,Blue Sky,"Drama, Romance",US,"mental disease, nuclear missile, history, nymphomaniac, dysfunctional marriage, independent film",1994
703,12000000,Columbia Pictures Corporation,8914777,The Next Karate Kid,PG,9.09.1994 00:00,4.3,20024,Robert Mark Kamen,1994,0,-0.257101917,-30,FALSE,11231,tt0110657,The Next Karate Kid,The Next Karate Kid,Adventure,US,"martial arts, becoming an adult, karate, revenge, classmate",1994
704,25000000,Universal Pictures,32055248,The Shadow,PG-13,1.07.1994 00:00,6.0,19958,Walter B. Gibson,1994,1,0.28220992,30,FALSE,8850,tt0111143,The Shadow,The Shadow,"Adventure, Fantasy, Action, Thriller, Science Fiction",US,"new york, atomic bomb, ladykiller, hypnosis, superhero, based on comic, radio series, invisibility, the shadow",1994
705,20000000,Miramax,13383737,Bullets Over Broadway,R,24.02.1995 00:00,7.5,31237,Woody Allen,1994,0,-0.33081315,-30,FALSE,11382,tt0109348,Bullets Over Broadway,Bullets Over Broadway,"Action, Comedy, Thriller",US,"lover (female), talent, mafia boss, author",1995
706,13000000,Other,7881335,Serial Mom,R,13.04.1994 00:00,6.7,22529,John Waters,1994,0,-0.393743462,-40,FALSE,11592,tt0111127,Serial Mom,Serial Mom,"Comedy, Crime, Horror, Thriller",US,"housewife, protection, motherly love, evil mother, murder, independent film, perfection",1994
707,25000000,Other,6507514,The Road to Wellville,R,28.10.1994 00:00,5.8,10226,T. Coraghessan Boyle,1994,0,-0.73969944,-70,FALSE,10467,tt0111001,The Road to Wellville,The Road to Wellville,"Comedy, Romance",US,"competition, sanatorium, musical, historical figure, cornflakes",1994
708,11000000,Touchstone Pictures,11439193,The Ref,R,11.03.1994 00:00,6.9,20548,Marie Weiss,1994,1,0.039926636,0,FALSE,10872,tt0110955,The Ref,The Ref,Comedy,US,"holiday, robbery, burglar, christmas party, hostage, blackmail, santa claus, bad mother-in-law, mother-in-law, liberation of hostage, police, thief, dysfunctional family, dark comedy, man hunt, dinner, alcoholic, christmas eve, mother son relationship, christmas, marriage counseling",1994
709,7000000,Other,19604000,8 Seconds,PG-13,25.02.1994 00:00,6.5,4037,Monte Merrick,1994,1,1.800571429,180,FALSE,18069,tt0109021,8 Seconds,8 Seconds,"Drama, Romance",US,"rodeo, independent film, cowboy, bull riding",1994
710,6200000,Warner Bros.,126247,Police Academy: Mission to Moscow,PG,26.08.1994 00:00,3.3,26638,Neal Israel,1994,0,-0.979637581,-100,FALSE,11546,tt0110857,Police Academy: Mission to Moscow,Police Academy: Mission to Moscow,"Comedy, Crime",US,"video game, mafia, police academy, moscow, commandant",1994
711,10000000,Other,29392418,A Low Down Dirty Shame,R,23.11.1994 00:00,5.9,4331,Keenen Ivory Wayans,1994,1,1.9392418,190,FALSE,26352,tt0110399,A Low Down Dirty Shame,A Low Down Dirty Shame,"Action, Comedy, Crime",US,"fbi, drug crime, violence, drug, private detective, blast",1994
712,7850000,Other,2341309,Double Dragon,PG-13,4.11.1994 00:00,3.7,9200,Paul Dini,1994,0,-0.701744076,-70,FALSE,2436,tt0106761,Double Dragon,Double Dragon,"Action, Adventure, Comedy, Science Fiction",US,"mutant, earthquake, post-apocalyptic, talisman, cult favorite, arcade, los angeles, based on video game, ruins",1994
713,200000,Other,1359736,Spanking the Monkey,UNRATED,15.07.1994 00:00,6.3,5363,David O. Russell,1994,1,5.79868,580,FALSE,17600,tt0111252,Spanking the Monkey,Spanking the Monkey,"Comedy, Drama",US,"adultery, nudity, independent film, student, incest, injury, neighborhood, recuperation",1994
714,12000000,Other,2104000,Death and the Maiden,R,27.01.1995 00:00,7.3,18786,Ariel Dorfman,1994,0,-0.824666667,-80,FALSE,10531,tt0109579,Death and the Maiden,Death and the Maiden,"Drama, Thriller, Mystery","US, FR, GB","married couple, chile, pinochet-regime, revenge, doctor, torture, humiliation",1995
715,40000000,Castle Rock Entertainment,43622150,City Slickers II: The Legend of Curly's Gold,PG-13,10.06.1994 00:00,5.5,15982,Lowell Ganz,1994,1,0.09055375,10,FALSE,11310,tt0109439,City Slickers II: The Legend of Curly's Gold,City Slickers II: The Legend of Curly's Gold,"Action, Comedy, Drama, Western",US,"nevada, gold, birthday, treasure hunt, gold bar, friendship bracelet, cowboy",1994
716,25000000,Paramount Pictures,26372663,I.Q.,PG,25.12.1994 00:00,6.2,20930,Andy Breckman,1994,1,0.05490652,10,FALSE,11777,tt0110099,I.Q.,I.Q.,"Comedy, Drama, Romance",US,"wedding vows, mathematician, car mechanic, comet, albert einstein, halley's comet",1994
717,19000000,Other,7411659,Clifford,PG,1.04.1994 00:00,5.3,5807,William Porter,1994,0,-0.609912684,-60,FALSE,2778,tt0109447,Clifford,Clifford,"Comedy, Family",US,"shenanigan, uncle",1994
718,35000000,Other,20277185,The Cowboy Way,PG-13,3.06.1994 00:00,5.8,6634,Robert C. Thompson,1994,0,-0.420651857,-40,FALSE,19176,tt0109493,The Cowboy Way,The Cowboy Way,"Western, Action, Comedy",US,cowboy,1994
719,20000000,Other,11784000,3 Ninjas Kick Back,PG,6.05.1994 00:00,4.4,7189,Sang-ok Shin,1994,0,-0.4108,-40,FALSE,18885,tt0109015,3 Ninjas Kick Back,3 Ninjas Kick Back,"Adventure, Action, Comedy, Family","JP, US","underdog, hero, friendship, treasure hunt, friends, revenge, rivalry, good vs evil, youth, danger, escapade, young heroes, siblings relations, vigilantism, heroic mission, buddies, master villain, master warrior, contests and competitions",1994
720,15000000,TriStar Pictures,6798240,Mixed Nuts,PG-13,21.12.1994 00:00,5.4,8563,Nora Ephron,1994,0,-0.546784,-50,FALSE,24070,tt0110538,Mixed Nuts,Mixed Nuts,"Comedy, Drama, Romance",US,"holiday, rollerblades, cross dresser, woman director, suicide hotline, christmas",1994
721,700000,Other,376928,Swimming with Sharks,R,21.04.1995 00:00,7.1,20003,George Huang,1994,0,-0.461531429,-50,FALSE,20306,tt0114594,Swimming with Sharks,Swimming with Sharks,"Crime, Comedy",US,independent film,1995
722,45000000,Paramount Pictures,28720380,Drop Zone,R,9.12.1994 00:00,5.6,16774,Tony Griffin,1994,0,-0.361769333,-40,FALSE,4954,tt0109676,Drop Zone,Drop Zone,"Action, Adventure, Thriller",US,"terrorist, transport of prisoners, airplane, parachuting, suspense",1994
723,7000000,Other,20851521,Jason's Lyric,R,28.09.1994 00:00,6.6,2838,Bobby Smith Jr.,1994,1,1.978788714,200,FALSE,22067,tt0110186,Jason's Lyric,Jason's Lyric,"Crime, Drama, Romance",US,"family relationships, fear, relationship, gospel singer",1994
724,45000000,Paramount Pictures,20928892,Intersection,R,21.01.1994 00:00,5.2,6432,David Rayfiel,1994,0,-0.534913511,-50,FALSE,46717,tt0110146,Intersection,Intersection,"Drama, Romance",US,"female nudity, infidelity, remake, road accident, car accident, heavy rain",1994
725,50000000,Hollywood Pictures,16478900,Terminal Velocity,PG-13,23.09.1994 00:00,5.4,11352,David Twohy,1994,0,-0.670422,-70,FALSE,9057,tt0111400,Terminal Velocity,Terminal Velocity,"Action, Thriller",US,"ladykiller, kgb, parachuting, sprung",1994
726,1900000,Other,763847,Before the Rain,NOT RATED,24.02.1995 00:00,8.1,11967,Milcho Manchevski,1994,0,-0.597975263,-60,FALSE,19155,tt0110882,Before the Rain,Before the Rain,"Drama, War","GB, MK, FR","monk, mountain, restaurant, war photographer, christian, fashion photographer, girl, violence, albanian, macedonia",1995
727,6000000,Universal Pictures,38824341,The Paper,R,25.03.1994 00:00,6.6,11123,David Koepp,1994,1,5.4707235,550,FALSE,12280,tt0110771,The Paper,The Paper,"Comedy, Drama",US,"new york, research, success, tageszeitung, murder",1994
728,30000000,Metro-Goldwyn-Mayer (MGM),18438164,Getting Even with Dad,PG,17.06.1994 00:00,4.6,6383,Tom S. Parker,1994,0,-0.385394533,-40,FALSE,41579,tt0109891,Getting Even with Dad,Getting Even with Dad,"Family, Comedy, Crime",US,,1994
729,2000000,Other,2260622,Leprechaun 2,R,8.04.1994 00:00,4.4,6778,Mark Jones,1994,1,0.130311,10,FALSE,18009,tt0110329,Leprechaun 2,Leprechaun 2,"Comedy, Horror",US,"leprechaun, slasher",1994
730,3000000,Other,6101600,The Secret of Roan Inish,PG,3.02.1995 00:00,7.5,6305,Rosalie K. Fry,1994,1,1.033866667,100,FALSE,14334,tt0111112,The Secret of Roan Inish,The Secret of Roan Inish,"Drama, Family, Fantasy","IE, US","family relationships, ireland, seal, selkie",1995
731,7000000,Other,2144667,Mrs. Parker and the Vicious Circle,R,23.11.1994 00:00,6.4,3789,Alan Rudolph,1994,0,-0.693619,-70,FALSE,23333,tt0110588,Mrs. Parker and the Vicious Circle,Mrs. Parker and the Vicious Circle,Drama,US,"new york, alcohol, prohibition, biography, romance, independent film, theater, flashback, 1920s",1994
732,20000000,Other,27053498,Guarding Tess,PG-13,11.03.1994 00:00,6.2,13526,Hugh Wilson,1994,1,0.3526749,40,FALSE,6472,tt0109951,Guarding Tess,Guarding Tess,"Comedy, Drama, Thriller",US,"bodyguard, national security agency (nsa), celebrity, security guard",1994
733,15000000,Other,3038499,China Moon,R,4.03.1994 00:00,6.2,4508,Roy Carlson,1994,0,-0.7974334,-80,FALSE,26337,tt0109417,China Moon,China Moon,"Mystery, Thriller",US,neo-noir,1994
734,30000000,Warner Bros.,1519366,Being Human,PG-13,6.05.1994 00:00,5.4,3439,Bill Forsyth,1994,0,-0.949354467,-90,FALSE,46924,tt0106379,Being Human,Being Human,"Drama, Comedy, Fantasy","JP, GB","success, medieval times, struggle",1994
735,17080000,Hollywood Pictures,21011500,The Air Up There,PG,7.01.1994 00:00,5.5,7663,Max Apple,1994,1,0.230181499,20,FALSE,46094,tt0109067,The Air Up There,The Air Up There,"Comedy, Family",US,sport,1994
736,20000000,Other,305070,Rapa Nui,R,9.09.1994 00:00,6.4,4075,Kevin Reynolds,1994,0,-0.9847465,-100,FALSE,10448,tt0110944,Rapa Nui,Rapa Nui,Adventure,US,"in love with enemy, indigenous, island",1994
737,2300000,Other,1095885,Little Odessa,R,19.05.1995 00:00,6.8,6076,James Gray,1994,0,-0.523528261,-50,FALSE,47504,tt0110365,Little Odessa,Little Odessa,"Action, Drama",US,"russian mafia, dysfunctional family, brothers",1995
738,13000000,Other,3134081,The Favor,R,29.04.1994 00:00,5.3,2201,Sara Parriott,1994,0,-0.758916846,-80,FALSE,50463,tt0109783,The Favor,The Favor,"Drama, Comedy, Romance",US,,1994
739,15000000,Metro-Goldwyn-Mayer (MGM),70936,It Runs in the Family,PG,23.09.1994 00:00,5.7,1234,Jean Shepherd,1994,0,-0.995270933,-100,FALSE,31459,tt0311110,It Runs in the Family,It Runs in the Family,"Comedy, Drama, Family",US,,1994
740,2300000,Other,856422,Amateur,R,19.05.1995 00:00,7.0,4804,Hal Hartley,1994,0,-0.627642609,-60,FALSE,30157,tt0109093,Amateur,Amateur,"Crime, Comedy, Drama, Thriller","FR, GB, US",independent film,1995
741,30000000,Other,3180674,Silent Fall,R,28.10.1994 00:00,5.9,3114,Akiva Goldsman,1994,0,-0.893977533,-90,FALSE,39473,tt0111187,Silent Fall,Silent Fall,"Drama, Thriller, Mystery",US,"autism, double murder",1994
742,3200000,Other,7266973,Barcelona,PG-13,29.07.1994 00:00,7.0,4843,Whit Stillman,1994,1,1.270929063,130,FALSE,16771,tt0109219,Barcelona,Barcelona,"Comedy, Drama, Romance",US,"barcelona spain, navy, independent film",1994
743,10500000,Other,123509,There Goes My Baby,R,2.09.1994 00:00,6.4,902,Floyd Mutrux,1994,0,-0.988237238,-100,FALSE,88641,tt0108320,There Goes My Baby,There Goes My Baby,"Drama, Comedy",US,,1994
