,budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm
244,2500000,Other,USA,Other,Comedy,205068,Frankenhooker,R,1.06.1990 00:00,James Lorinz,Robert Martin,1990,0,-0.9179728,-90,FALSE,27274,tt0099611,Frankenhooker,"A medical school dropout loses his fiancée in a tragic lawnmower incident, and decides to bring her back. Unfortunately, he was only able to save her head, so he goes to the red light district in the city and lures prostitutes into a hotel room so he can get parts for his girlfriend.",A terrifying tale of sluts and bolts.,Frankenhooker,"Comedy, Horror, Science Fiction","en, sv",US,"female nudity, prostitute, lightning, brothel, reanimation, dark comedy, mad scientist, crack cocaine, decapitation, electrocution, new york city, dismemberment, frankenstein's monster",1990,-1.1958151885750583
245,20000000,Other,USA,Other,Comedy,15379253,Mr. Destiny,PG-13,12.10.1990 00:00,Jim Belushi,James Orr,1990,0,-0.23103735,-20,FALSE,2612,tt0100201,Mr. Destiny,"Larry Burrows is unhappy and feels powerless over his life. He believes his entire life could have turned out differently had he not missed that shot in a baseball game when was a kid. One night he meets this mysterious man, who could change his fate by offering him that alternative life he always dreamed of. But as Burrows embarks on this journey of self discovery he realises that even this new life has its problems and drawbacks..",Larry Burrows Wished For It All... Until All That He Wished For Came True!,Mr. Destiny,"Fantasy, Comedy, Science Fiction, Romance","en, hu",US,wish,1990,-0.46315221156032027
246,23000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Drama,5820015,Stanley & Iris,PG-13,9.02.1990 00:00,Jane Fonda,Pat Barker,1990,0,-0.74695587,-70,FALSE,36094,tt0100680,Stanley & Iris,"An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another, she discovers his inability to read. When he is fired, she takes on trying to teach him to read in her kitchen each night.",Some people need love spelled out for them.,Stanley & Iris,"Drama, Romance",en,US,"cook, education, widow, bakery, love, tutoring",1990,-0.33755284407207947
247,22000000,Other,USA,Other,Action,14760451,Fire Birds,PG-13,25.05.1990 00:00,Nicolas Cage,Step Tyner,1990,0,-0.329070409,-30,FALSE,6470,tt0099575,Fire Birds,"A joint task force operation between the Drug Enforcement Administration and the U.S. Army has been formed to dismantle one of the largest drug cartels operating in South America. Multiple attempts to assault the cartel's mountainous compound have been thwarted by a Scorpion-attack helicopter piloted by a cartel leader, Eric Stoller (Bert Rhine). After having several aircraft shot down, most notably a pair of UH–60 Black Hawks and their AH–1 Cobra escorts, the army turns to the new AH–64 Apache attack helicopter, which can match its enemies' maneuverability and firepower.",The best just got better,Fire Birds,"Action, Adventure",en,US,"flying, drug",1990,-0.3794192999014931
248,25000000,Other,Other,Other,Adventure,2075084,The Sheltering Sky,R,12.12.1990 00:00,Debra Winger,Paul Bowles,1990,0,-0.91699664,-90,FALSE,24016,tt0100594,The Sheltering Sky,"An American couple (John Malkovich, Debra Winger) drift toward emptiness in postwar North Africa.",A woman's dangerous and erotic journey...,The Sheltering Sky,"Adventure, Drama, Romance","ar, en, fr","IT, GB","africa, adultery, sahara, extramarital affair",1990,-0.2538199324132523
249,40000000,Other,USA,Other,Drama,9243140,Havana,R,14.12.1990 00:00,Robert Redford,Judith Rascoe,1990,0,-0.7689215,-80,FALSE,22189,tt0099747,Havana,"An American professional gambler named Jack Weil (Redford) decides to visit Havana, Cuba to gamble. On the boat to Havana, he meets Roberta Duran (Olin), the wife of a revolutionary, Arturo (Julia). Shortly after their arrival, Arturo is taken away by the secret police, and Roberta is captured and tortured. Jack frees her, but she continues to support the revolution.",A gambler who trusted no one. A woman who risked everything. And a passion that brought them together in the most dangerous city in the world.,Havana,"Drama, Romance","en, es",US,"cuba, cuban revolution, gambler",1990,0.3741769050279517
250,24000000,Other,USA,Clint Eastwood,Adventure,2319124,White Hunter Black Heart,PG,14.09.1990 00:00,Clint Eastwood,Peter Viertel,1990,0,-0.903369833,-90,FALSE,28761,tt0100928,White Hunter Black Heart,"A thinly fictionalized account of a legendary movie director, whose desire to hunt down an animal turns into a grim situation with his movie crew in Africa",An adventure in obsession...,White Hunter Black Heart,"Adventure, Drama, Action",en,US,"film making, safari",1990,-0.2956863882426659
251,2000000,Other,USA,Other,Horror,1627955,Brain Dead,R,19.01.1990 00:00,Bill Pullman,Charles Beaumont,1990,0,-0.1860225,-20,FALSE,5898,tt0099173,Brain Dead,"A psychological thriller from the writer of the original ""Twilight Zone!"" In a showdown of man vs. machine, Martin plunges into a chaotic nightmare trying to save his mind from the megalomaniacal corporation!",You have nothing to lose... except your mind.,Brain Dead,"Horror, Action, Thriller, Science Fiction",en,US,"sex, showdown, experiment, nightmare, man, insanity, machine, psychological, save, corporation, lobotomy, megalomaniacal, chaotic, mind",1990,-1.216748416489765
252,242000,Other,USA,Other,Fantasy,233150,Soultaker,R,26.10.1990 00:00,Joe Estevez,Vivian Schilling,1990,0,-0.036570248,0,FALSE,31276,tt0100665,Soultaker,"Four teenagers are killed in a car accident. Two of the teenagers refuse to go with ""The Grim Reaper"" and a race between life and death ensues!",Trapped in the Twilight Between Life and Death,Soultaker,"Fantasy, Horror, Science Fiction",en,US,"soul, grim reaper",1990,-1.2903496458378743
253,30000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,113502000,The Addams Family,PG-13,22.11.1991 00:00,Anjelica Huston,Charles Addams,1991,1,2.7834,280,FALSE,2907,tt0101272,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",Weird Is Relative,The Addams Family,"Horror, Comedy, Fantasy",en,US,"dead wish, vampire, black humor, uncle, eccentric, werewolf, macabre, loan shark, accountant",1991,-0.04448765326618429
254,70000000,Other,USA,Steven Spielberg,Adventure,119654823,Hook,PG,11.12.1991 00:00,Dustin Hoffman,J.M. Barrie,1991,1,0.709354614,70,FALSE,879,tt0102057,Hook,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",What if Peter Pan grew up?,Hook,"Adventure, Fantasy, Comedy, Family",en,US,"flying, swordplay, sword, fantasy, peter pan, daughter, fairy-tale figure, rescue",1991,1.6301705799103596
255,16500000,Other,USA,Ridley Scott,Adventure,45361000,Thelma & Louise,R,24.05.1991 00:00,Susan Sarandon,Callie Khouri,1991,1,1.749151515,170,FALSE,1541,tt0103074,Thelma & Louise,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",Somebody said get a life... so they did,Thelma & Louise,"Drama, Thriller, Crime, Adventure",en,US,"usa, southern usa, waitress, self-defense, highway, arkansas, grand canyon, drive over cliff",1991,-0.6096848069632679
256,13000000,Universal Pictures,Other,Other,Action,14960255,Child's Play 3,R,30.08.1991 00:00,Justin Whalin,Don Mancini,1991,1,0.150788846,20,FALSE,11187,tt0103956,Child's Play 3,"It's been eight years since the events in the second film, we now see that Andy is a teenager who has been enrolled in a military school. Play Pals Toy Company decides to re-release its Good Guys line, feeling that after all this time, the bad publicity has died down. As they re-used old materials, the spirit of Charles Lee Ray once again comes to life.",Chucky has a new playmate.,Child's Play 3,"Thriller, Horror, Action","cs, en","GB, US","recruit, puppet, killer doll, serial killer, military academy, killer toys, toy comes to life, war games",1991,-0.7562174023662155
257,11000000,Columbia Pictures Corporation,USA,Other,Adventure,2807854,Return to the Blue Lagoon,PG-13,2.08.1991 00:00,Brian Krause,Henry De Vere Stacpoole,1991,0,-0.744740545,-70,FALSE,13888,tt0102782,Return to the Blue Lagoon,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.","Return to the Romance, Return to the Adventure...",Return to the Blue Lagoon,Adventure,en,US,"island, marooned, pacific island, teenager, deserted island, tropical island",1991,-0.8399503140250427
258,30000000,Paramount Pictures,USA,Other,Action,74888996,Star Trek VI: The Undiscovered Country,PG,6.12.1991 00:00,William Shatner,Gene Roddenberry,1991,1,1.496299867,150,FALSE,174,tt0102975,Star Trek VI: The Undiscovered Country,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",The battle for peace has begun.,Star Trek VI: The Undiscovered Country,"Science Fiction, Action, Adventure, Thriller",en,US,"farewell, federation, starfleet, peace conference, uss enterprise-a, rura penthe, court case, peace contract, plan, klingon, space opera",1991,-0.04448765326618429
259,40000000,Warner Bros.,Other,Oliver Stone,Drama,70405498,JFK,R,20.12.1991 00:00,Kevin Costner,Oliver Stone,1991,1,0.76013745,80,FALSE,820,tt0102138,JFK,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,The story that won’t go away.,JFK,"Drama, Thriller, History","en, es",US,"assassination, cia, homophobia, new orleans, vietnam war, john f. kennedy, investigation, government, historical figure, president, conspiracy, death, kennedy assassination",1991,0.3741769050279517
260,9000000,Other,USA,Other,Comedy,6153939,Barton Fink,R,21.08.1991 00:00,John Turturro,Joel Coen,1991,0,-0.316229,-30,FALSE,290,tt0101410,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,There's only one thing stranger than what's going on inside his head. What's going on outside.,Barton Fink,"Comedy, Drama",en,"GB, US","film business, screenplay, film producer, screenwriter, cinema, mass murder, los angeles",1991,-0.9236832256838698
261,35000000,Walt Disney Pictures,USA,Other,Action,46704056,The Rocketeer,PG,21.06.1991 00:00,Billy Campbell,Dave Stevens,1991,1,0.3344016,30,FALSE,10249,tt0102803,The Rocketeer,"Straight from the pages of a pulp comic from a past era, the Rocketeer recreates 1930s Hollywood, complete with gangsters, Nazi spies, and the growth of the Age of Aviation. Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, Peevy, he attempts to save his girl and stop the Nazis as The Rocketeer.","Three years before the United States declares war, Cliff Secord leads America's first battle against the Nazis.",The Rocketeer,"Action, Adventure, Science Fiction, Family",en,US,"superhero, los angeles, flying man, pilot hero, nazi collaborator, 1980s",1991,0.1648446258808837
262,16000000,Other,Other,Other,Drama,2541541,Naked Lunch,R,24.04.1992 00:00,Peter Weller,William S. Burroughs,1991,0,-0.841153688,-80,FALSE,2742,tt0102511,Naked Lunch,"After developing an addiction to the substance he uses to kill bugs, an exterminator accidentally murders his wife and becomes involved in a secret government plot being orchestrated by giant bugs in an Islamic port town in Africa.",Exterminate all rational thought.,Naked Lunch,"Crime, Drama","ar, en","CA, JP, GB","based on novel, writing, hallucination, independent film, writer, bug, illegal drugs, exterminator, beat generation, lynchian",1992,-0.6306180348779747
263,26000000,Twentieth Century Fox Film Corporation,USA,Other,Action,69467617,Hot Shots!,PG-13,31.07.1991 00:00,Charlie Sheen,Jim Abrahams,1991,1,1.671831423,170,FALSE,9595,tt0102059,Hot Shots!,"Charlie Sheen, Lloyd Bridges, Cary Elwes, Valeria Golino and Jon Cryer co-star in director Jim Abrahams' (Airplane, Naked Gun) truly hilarious spoof of Top Gun. Recruited to join a top-secret mission for the Air Force, a renegade pilot (Sheen) finds himself coping with an incompetent admiral (Bridges) and a carefully selected squadron of flyers who are either inept or half-blind.",The mother of all movies.,Hot Shots!,"Action, Comedy, War",en,US,"secret mission, bad luck, saddam hussein, drill instructor, jet crash",1991,-0.2119534765838387
