budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
25000000,Screen Gems,USA,Lasse Hallström,Drama,80014842,Dear John,PG-13,5.02.2010 00:00,Channing Tatum,Jamie Linden,2010,1,2.20059368,220
60000000,Columbia Pictures,USA,Ryan Murphy,Drama,80574010,Eat Pray Love,PG-13,13.08.2010 00:00,Julia Roberts,Ryan Murphy,2010,1,0.342900167,30
65000000,Warner Bros.,USA,Todd Phillips,Comedy,100539043,Due Date,R,5.11.2010 00:00,Robert Downey Jr.,Alan R. Cohen,2010,1,0.546754508,50
25000000,Warner Bros.,USA,Sylvain White,Action,23580735,The Losers,PG-13,23.04.2010 00:00,Idris Elba,Peter Berg,2010,0,-0.0567706,-10
20000000,Overture Films,USA,Breck Eisner,Horror,39123589,The Crazies,R,26.02.2010 00:00,Radha Mitchell,Scott Kosar,2010,1,0.95617945,100
8000000,Focus Features,USA,Anna Boden,Comedy,6350058,It's Kind of a Funny Story,PG-13,8.10.2010 00:00,Keir Gilchrist,Anna Boden,2010,0,-0.20624275,-20
100000000,Universal Pictures,USA,Paul Weitz,Comedy,148383780,Little Fockers,PG-13,22.12.2010 00:00,Ben Stiller,John Hamburg,2010,1,0.4838378,50
2500000,This Is That Productions,USA,James Gunn,Comedy,322157,Super,R,10.06.2011 00:00,Rainn Wilson,James Gunn,2010,0,-0.8711372,-90
20000000,Touchstone Pictures,USA,Julie Anne Robinson,Drama,62950384,The Last Song,PG,31.03.2010 00:00,Miley Cyrus,Nicholas Sparks,2010,1,2.1475192,210
60000000,Constantin Film,Germany,Paul W.S. Anderson,Action,60128566,Resident Evil: Afterlife,R,10.09.2010 00:00,Milla Jovovich,Paul W.S. Anderson,2010,1,0.002142767,0
10000000,Universal Pictures,USA,John Erick Dowdle,Horror,33583175,Devil,PG-13,17.09.2010 00:00,Chris Messina,Brian Nelson,2010,1,2.3583175,240
19000000,Mandate Pictures,USA,Josh Gordon,Comedy,27758465,The Switch,PG-13,20.08.2010 00:00,Jennifer Aniston,Allan Loeb,2010,1,0.460971842,50
45000000,R.P. Productions,France,Roman Polanski,Drama,15541549,The Ghost Writer,PG-13,19.03.2010 00:00,Ewan McGregor,Robert Harris,2010,0,-0.654632244,-70
150000000,Universal Pictures,USA,Joe Johnston,Drama,61979680,The Wolfman,R,12.02.2010 00:00,Benicio Del Toro,Andrew Kevin Walker,2010,0,-0.586802133,-60
20000000,Screen Gems,USA,John Luessenhop,Action,57744720,Takers,PG-13,27.08.2010 00:00,Chris Brown,Peter Allen,2010,1,1.887236,190
47000000,Warner Bros.,USA,Jimmy Hayward,Action,10539414,Jonah Hex,PG-13,18.06.2010 00:00,Josh Brolin,Mark Neveldine,2010,0,-0.775757149,-80
35000000,CBS Films,USA,Alan Poul,Comedy,37490007,The Back-up Plan,PG-13,23.04.2010 00:00,Jennifer Lopez,Kate Angelo,2010,1,0.071143057,10
40000000,Columbia Pictures,USA,Andy Tennant,Action,67061228,The Bounty Hunter,PG-13,19.03.2010 00:00,Jennifer Aniston,Sarah Thorp,2010,1,0.6765307,70
10000000,River Road Entertainment,USA,Floria Sigismondi,Biography,3571735,The Runaways,R,19.03.2010 00:00,Kristen Stewart,Floria Sigismondi,2010,0,-0.6428265,-60
10000000,Rogue Pictures,USA,Colin Strause,Action,21371425,Skyline,PG-13,12.11.2010 00:00,Eric Balfour,Joshua Cordes,2010,1,1.1371425,110
120000000,Columbia Pictures,USA,James L. Brooks,Comedy,30212620,How Do You Know,PG-13,17.12.2010 00:00,Reese Witherspoon,James L. Brooks,2010,0,-0.748228167,-70
7000000,Focus Features,USA,Sofia Coppola,Comedy,1768416,Somewhere,R,21.01.2011 00:00,Stephen Dorff,Sofia Coppola,2010,0,-0.747369143,-70
20000000,Miramax,USA,John Madden,Drama,31177548,The Debt,R,31.08.2011 00:00,Helen Mirren,Matthew Vaughn,2010,1,0.5588774,60
3200000,Olympus Pictures,USA,Mike Mills,Comedy,5790894,Beginners,R,26.08.2011 00:00,Ewan McGregor,Mike Mills,2010,1,0.809654375,80
75000000,Lionsgate,USA,Robert Luketic,Action,47059963,Killers,PG-13,4.06.2010 00:00,Katherine Heigl,Bob DeRosa,2010,0,-0.372533827,-40
30000000,Summit Entertainment,USA,Gary Winick,Adventure,53032453,Letters to Juliet,PG,14.05.2010 00:00,Amanda Seyfried,Jose Rivera,2010,1,0.767748433,80
5000000,Olympus Pictures,USA,John Cameron Mitchell,Drama,2229058,Rabbit Hole,PG-13,28.01.2011 00:00,Nicole Kidman,David Lindsay-Abaire,2010,0,-0.5541884,-60
9500000,Millennium Films,USA,David Schwimmer,Crime,120016,Trust,R,9.03.2012 00:00,Clive Owen,Andy Bellin,2010,0,-0.987366737,-100
52000000,EuropaCorp,France,Pierre Morel,Action,23979741,París en la Mira,R,5.02.2010 00:00,John Travolta,Adi Hasak,2010,0,-0.538851135,-50
100000000,Universal Pictures,UK,Paul Greengrass,Action,35053660,Green Zone,R,12.03.2010 00:00,Matt Damon,Brian Helgeland,2010,0,-0.6494634,-60
3500000,Focus Features,USA,Lisa Cholodenko,Comedy,20811365,The Kids Are All Right,R,30.07.2010 00:00,Annette Bening,Lisa Cholodenko,2010,1,4.946104286,490
50000000,Warner Bros.,USA,Clint Eastwood,Drama,32746941,Hereafter,PG-13,22.10.2010 00:00,Matt Damon,Peter Morgan,2010,0,-0.34506118,-30
28000000,Relativity Media,USA,Brian Levant,Action,24268828,The Spy Next Door,PG,15.01.2010 00:00,Jackie Chan,Jonathan Bernstein,2010,0,-0.133256143,-10
20000000,Focus Features,USA,Anton Corbijn,Crime,35606376,The American,R,1.09.2010 00:00,George Clooney,Rowan Joffe,2010,1,0.7803188,80
8000000,Magic Light Pictures,UK,Jonathan Lynn,Action,117190,Wild Target,PG-13,18.06.2010 00:00,Bill Nighy,Lucinda Coxon,2010,0,-0.98535125,-100
6000000,Sedic International,Japan,Takashi Miike,Action,802524,13 Assassins,R,25.09.2010 00:00,Kôji Yakusho,Kaneo Ikegami,2010,0,-0.866246,-90
80000000,Warner Bros.,USA,Zack Snyder,Animation,55675313,Legend of the Guardians: The Owls of Ga'Hoole,PG,24.09.2010 00:00,Jim Sturgess,John Orloff,2010,0,-0.304058588,-30
22000000,River Road Entertainment,USA,Doug Liman,Biography,9528092,Fair Game,PG-13,3.12.2010 00:00,Naomi Watts,Jez Butterworth,2010,0,-0.566904909,-60
37000000,Warner Bros.,USA,Kevin Smith,Action,44875481,Cop Out,R,26.02.2010 00:00,Bruce Willis,Robb Cullen,2010,1,0.212850838,20
30000000,Summit Entertainment,USA,Jon M. Chu,Drama,42400223,Step Up 3D,PG-13,6.08.2010 00:00,Sharni Vinson,Amy Andelson,2010,1,0.413340767,40
23000000,Studio Ghibli,Japan,Hiromasa Yonebayashi,Animation,19202743,The Secret World of Arrietty,G,17.02.2012 00:00,Bridgit Mendler,Mary Norton,2010,0,-0.16509813,-20
20000000,Screen Gems,USA,Neil LaBute,Comedy,42739347,Death at a Funeral,R,16.04.2010 00:00,Chris Rock,Dean Craig,2010,1,1.13696735,110
25000000,Miramax,USA,Troy Nixey,Fantasy,24042490,Don't Be Afraid of the Dark,R,26.08.2011 00:00,Katie Holmes,Guillermo del Toro,2010,0,-0.0383004,0
12000000,Dharma Productions,India,Karan Johar,Adventure,4018695,My Name Is Khan,PG-13,12.02.2010 00:00,Shah Rukh Khan,Shibani Bathija,2010,0,-0.66510875,-70
32000000,Universal Pictures,USA,Miguel Sapochnik,Action,13794835,Repo Men,R,19.03.2010 00:00,Jude Law,Eric Garcia,2010,0,-0.568911406,-60
20000000,Regency Enterprises,USA,Jason Friedberg,Adventure,36661504,Vampires Suck,PG-13,18.08.2010 00:00,Jenn Proske,Jason Friedberg,2010,1,0.8330752,80
40000000,Bad Robot,USA,Roger Michell,Comedy,31011732,Morning Glory,PG-13,10.11.2010 00:00,Rachel McAdams,Aline Brosh McKenna,2010,0,-0.2247067,-20
15000000,Not specified,UK,John Wells,Drama,4439063,The Company Men,R,11.02.2011 00:00,Ben Affleck,John Wells,2010,0,-0.704062467,-70
48000000,Twentieth Century Fox Film Corporation,USA,Michael Lembeck,Comedy,60022256,Tooth Fairy,PG,22.01.2010 00:00,Dwayne Johnson,Lowell Ganz,2010,1,0.250463667,30
650000,Glass Eye Pix,USA,Jim Mickle,Drama,18469,Stake Land,R,9.12.2011 00:00,Connor Paolo,Nick Damici,2010,0,-0.971586154,-100
35000000,Walt Disney Pictures,USA,Randall Wallace,Biography,59713955,Secretariat,PG,8.10.2010 00:00,Diane Lane,Mike Rich,2010,1,0.706113,70
500000,Realitism Films,France,Quentin Dupieux,Comedy,98017,Rubber,R,10.11.2010 00:00,Stephen Spinella,Quentin Dupieux,2010,0,-0.803966,-80
22000000,Mediapro,USA,Woody Allen,Comedy,3247816,You Will Meet a Tall Dark Stranger,R,22.10.2010 00:00,Anthony Hopkins,Woody Allen,2010,0,-0.852372,-90
13000000,Hero Entertainment,USA,Michael Winterbottom,Crime,214966,The Killer Inside Me,R,17.12.2010 00:00,Casey Affleck,John Curran,2010,0,-0.983464154,-100
112000000,Twentieth Century Fox Film Corporation,USA,Rob Letterman,Adventure,42779261,Gulliver's Travels,PG,25.12.2010 00:00,Jack Black,Joe Stillman,2010,0,-0.618042313,-60
25000000,Les Productions du Trésor,France,Guillaume Canet,Comedy,206088,Little White Lies,NOT RATED,20.10.2010 00:00,François Cluzet,Guillaume Canet,2010,0,-0.99175648,-100
10000000,Broadway Video,USA,Jorma Taccone,Action,8460995,MacGruber,R,21.05.2010 00:00,Will Forte,Will Forte,2010,0,-0.1539005,-20
3000000,Paramount Pictures,USA,Tod Williams,Horror,84752907,Paranormal Activity 2,R,22.10.2010 00:00,Katie Featherston,Michael R. Perry,2010,1,27.250969,2730
1800000,Strike Entertainment,France,Daniel Stamm,Drama,41034350,El último exorcismo,PG-13,27.08.2010 00:00,Patrick Fabian,Huck Botko,2010,1,21.79686111,2180
22000000,Millennium Films,USA,John Curran,Drama,1796024,Stone,R,22.10.2010 00:00,Edward Norton,Angus MacLachlan,2010,0,-0.918362545,-90
32000000,New Line Cinema,USA,Nanette Burstein,Comedy,17804299,Going the Distance,R,3.09.2010 00:00,Drew Barrymore,Geoff LaTulippe,2010,0,-0.443615656,-40
7000000,"Last Picture Company, The",USA,Spencer Susser,Comedy,382946,Hesher,R,25.06.2011 00:00,Joseph Gordon-Levitt,Spencer Susser,2010,0,-0.945293429,-90
8000000,Annapurna Productions,USA,Mitch Glazer,Drama,3669,Passion Play,R,2011,Mickey Rourke,Mitch Glazer,2010,0,-0.999541375,-100
4000000,The Weinstein Company,USA,Abe Sylvia,Comedy,53630,Dirty Girl,R,7.07.2011 00:00,Juno Temple,Abe Sylvia,2010,0,-0.9865925,-100
12500000,Omega Entertainment,USA,Tony Goldwyn,Biography,6783129,Conviction,R,5.11.2010 00:00,Hilary Swank,Pamela Gray,2010,0,-0.45734968,-50
25000000,GK Films,USA,William Monahan,Crime,6911,London Boulevard,R,26.11.2010 00:00,Colin Farrell,William Monahan,2010,0,-0.99972356,-100
25000000,"American Film Company, The",USA,Robert Redford,Crime,11538204,The Conspirator,PG-13,15.04.2011 00:00,Robin Wright,James D. Solomon,2010,0,-0.53847184,-50
20000000,Miramax,USA,Julie Taymor,Comedy,277943,The Tempest,PG-13,7.01.2011 00:00,Helen Mirren,Julie Taymor,2010,0,-0.98610285,-100
7000000,Scott Free Productions,USA,Jay Duplass,Comedy,7455447,Cyrus,R,16.07.2010 00:00,John C. Reilly,Mark Duplass,2010,1,0.065063857,10
80000000,Warner Bros.,USA,Eric Brevig,Animation,100246011,Yogi Bear,PG,17.12.2010 00:00,Dan Aykroyd,J.R. Ventimilia,2010,1,0.253075138,30
15000000,Screen Gems,USA,Shana Feste,Drama,20218921,Country Strong,PG-13,7.01.2011 00:00,Garrett Hedlund,Shana Feste,2010,1,0.347928067,30
500000,Stacey Testro International,USA,Nick Tomnay,Comedy,48430,The Perfect Host,R,7.05.2011 00:00,David Hyde Pierce,Nick Tomnay,2010,0,-0.90314,-90
10000000,Ealing Studios,UK,John Landis,Comedy,4833,Burke and Hare,R,9.09.2011 00:00,Bill Bailey,Piers Ashworth,2010,0,-0.9995167,-100
25000000,Aramid Entertainment Fund,USA,Taylor Hackford,Biography,134904,Love Ranch,R,6.01.2011 00:00,Helen Mirren,Mark Jacobson,2010,0,-0.99460384,-100
7200000,Audley Films,UK,Nigel Cole,Biography,1094798,Made in Dagenham,R,3.06.2011 00:00,Sally Hawkins,William Ivory,2010,0,-0.847944722,-80
4500000,10th Hole Productions,USA,Galt Niederhoffer,Comedy,103280,The Romantics,PG-13,26.05.2010 00:00,Katie Holmes,Galt Niederhoffer,2010,0,-0.977048889,-100
5000000,Temple Hill Entertainment,USA,Dan Rush,Comedy,2711210,Everything Must Go,R,14.10.2011 00:00,Will Ferrell,Dan Rush,2010,0,-0.457758,-50
45000000,Rogue,New Zealand,Sngmoo Lee,Action,5664251,The Warrior's Way,R,3.12.2010 00:00,Dong-gun Jang,Sngmoo Lee,2010,0,-0.874127756,-90
25000000,Rogue,USA,Wes Craven,Horror,14637490,My Soul to Take,R,8.10.2010 00:00,Max Thieriot,Wes Craven,2010,0,-0.4145004,-40
31000000,CBS Films,USA,Tom Vaughan,Drama,11854694,Extraordinary Measures,PG,22.01.2010 00:00,Brendan Fraser,Robert Nelson Jacobs,2010,0,-0.617590516,-60
800000,ArieScope Pictures,USA,Adam Green,Comedy,62000,Hatchet II,R,2010-11,Danielle Harris,Adam Green,2010,0,-0.9225,-90
50000000,Twentieth Century Fox Film Corporation,USA,Tom Dey,Comedy,33644788,Marmaduke,PG,4.06.2010 00:00,Owen Wilson,Tim Rasmussen,2010,0,-0.32710424,-30
20000000,Hyde Park Films,USA,Kevin Munroe,Action,1183354,Dylan Dog: Dead of Night,PG-13,29.04.2011 00:00,Brandon Routh,Thomas Dean Donnelly,2010,0,-0.9408323,-90
15000000,An Olive Branch Productions,Canada,George Hickenlooper,Biography,1039869,Casino Jack,R,7.01.2011 00:00,Kevin Spacey,Norman Snider,2010,0,-0.9306754,-90
12000000,Company Films,USA,Malcolm Venville,Comedy,101882,Henry's Crime,R,14.01.2011 00:00,Keanu Reeves,Sacha Gervasi,2010,0,-0.991509833,-100
85000000,CD2 Films,USA,Brad Peyton,Action,43585753,Cats & Dogs: The Revenge of Kitty Galore,PG,30.07.2010 00:00,Bette Midler,Ron J. Friedman,2010,0,-0.487226435,-50
35000000,Summit Entertainment,USA,Roger Kumble,Comedy,17596256,Furry Vengeance,PG,30.04.2010 00:00,Brendan Fraser,Michael Carnes,2010,0,-0.497249829,-50
10000000,Herrick Entertainment,USA,Brad Anderson,Horror,22197,Vanishing on 7th Street,R,5.02.2011 00:00,Hayden Christensen,Anthony Jaswinski,2010,0,-0.9977803,-100
65000,Tiny Ponies,USA,Lena Dunham,Comedy,389804,Tiny Furniture,NOT RATED,30.03.2012 00:00,Lena Dunham,Lena Dunham,2010,1,4.996984615,500
20000000,Lions Gate Family Entertainment,USA,Anthony Bell,Animation,25077977,Alpha and Omega,PG,17.09.2010 00:00,Hayden Panettiere,Chris Denk,2010,1,0.25389885,30
125000000,Warner Bros.,USA,David Yates,Adventure,381011219,Harry Potter and the Deathly Hallows: Part 2,PG-13,15.07.2011 00:00,Daniel Radcliffe,Steve Kloves,2011,1,2.048089752,200
163000000,Universal Pictures,USA,Jon Favreau,Action,100240551,Cowboys & Aliens,PG-13,29.07.2011 00:00,Daniel Craig,Roberto Orci,2011,0,-0.385027294,-40
250000000,Walt Disney Pictures,USA,Rob Marshall,Action,241071802,Pirates of the Caribbean: On Stranger Tides,PG-13,20.05.2011 00:00,Johnny Depp,Ted Elliott,2011,0,-0.035712792,0
15000000,FilmDistrict,USA,Nicolas Winding Refn,Crime,35060689,Drive,R,16.09.2011 00:00,Ryan Gosling,Hossein Amini,2011,1,1.337379267,130
25000000,DreamWorks,USA,Tate Taylor,Drama,169708112,The Help,PG-13,10.08.2011 00:00,Emma Stone,Tate Taylor,2011,1,5.78832448,580
50000000,Carousel Productions (II),USA,Glenn Ficarra,Comedy,84351197,"Crazy, Stupid, Love.",PG-13,29.07.2011 00:00,Steve Carell,Dan Fogelman,2011,1,0.68702394,70
90000000,Columbia Pictures,USA,David Fincher,Crime,102515793,The Girl with the Dragon Tattoo,R,21.12.2011 00:00,Daniel Craig,Steven Zaillian,2011,1,0.139064367,10
32500000,Universal Pictures,USA,Paul Feig,Comedy,169106725,Bridesmaids,R,13.05.2011 00:00,Kristen Wiig,Kristen Wiig,2011,1,4.203283846,420
82000000,Warner Bros.,USA,Zack Snyder,Action,36392502,Sucker Punch,PG-13,25.03.2011 00:00,Emily Browning,Zack Snyder,2011,0,-0.556189,-60
150000000,Paramount Pictures,USA,Kenneth Branagh,Action,181030624,Thor,PG-13,6.05.2011 00:00,Chris Hemsworth,Ashley Miller,2011,1,0.206870827,20
140000000,Paramount Pictures,USA,Joe Johnston,Action,176654505,Captain America: The First Avenger,PG-13,22.07.2011 00:00,Chris Evans,Christopher Markus,2011,1,0.261817893,30
25000000,Lionsgate,USA,Gavin O'Connor,Drama,13657115,Warrior,PG-13,9.09.2011 00:00,Tom Hardy,Gavin O'Connor,2011,0,-0.4537154,-50
160000000,Twentieth Century Fox Film Corporation,USA,Matthew Vaughn,Action,146408305,X-Men: First Class,PG-13,3.06.2011 00:00,James McAvoy,Ashley Miller,2011,0,-0.084948094,-10
200000000,Warner Bros.,USA,Martin Campbell,Action,116601172,Green Lantern,PG-13,17.06.2011 00:00,Ryan Reynolds,Greg Berlanti,2011,0,-0.41699414,-40
27000000,Relativity Media,USA,Neil Burger,Mystery,79249455,Limitless,PG-13,18.03.2011 00:00,Bradley Cooper,Leslie Dixon,2011,1,1.935165,190
75000000,Relativity Media,USA,Tarsem Singh,Action,83504017,Immortals,R,11.11.2011 00:00,Henry Cavill,Charley Parlapanides,2011,1,0.113386893,10
50000000,Paramount Pictures,USA,J.J. Abrams,Mystery,127004179,Super 8,PG-13,10.06.2011 00:00,Elle Fanning,J.J. Abrams,2011,1,1.54008358,150
93000000,Twentieth Century Fox Film Corporation,USA,Rupert Wyatt,Action,176760185,Rise of the Planet of the Apes,PG-13,5.08.2011 00:00,James Franco,Rick Jaffa,2011,1,0.900647151,90
60000000,Screen Gems,USA,Scott Stewart,Action,29136626,Priest,PG-13,13.05.2011 00:00,Paul Bettany,Cory Goodman,2011,0,-0.514389567,-50
195000000,Paramount Pictures,USA,Michael Bay,Action,352390543,Transformers: Dark of the Moon,PG-13,29.06.2011 00:00,Shia LaBeouf,Ehren Kruger,2011,1,0.80713099,80
40000000,Regency Enterprises,USA,Andrew Niccol,Action,37520095,In Time,PG-13,28.10.2011 00:00,Justin Timberlake,Andrew Niccol,2011,0,-0.061997625,-10
50000000,Twentieth Century Fox Film Corporation,USA,Cameron Crowe,Comedy,75624550,We Bought a Zoo,PG,23.12.2011 00:00,Matt Damon,Aline Brosh McKenna,2011,1,0.512491,50
17000000,Mediapro,Spain,Woody Allen,Comedy,56816662,Midnight in Paris,PG-13,10.06.2011 00:00,Owen Wilson,Woody Allen,2011,1,2.342156588,229
32000000,Summit Entertainment,USA,Duncan Jones,Mystery,54712227,Source Code,PG-13,1.04.2011 00:00,Jake Gyllenhaal,Ben Ripley,2011,1,0.709757094,70
145000000,Paramount Pictures,USA,Brad Bird,Action,209397903,Mission: Impossible - Ghost Protocol,PG-13,21.12.2011 00:00,Tom Cruise,Bruce Geller,2011,1,0.444123469,40
80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,103028109,Just Go with It,PG-13,11.02.2011 00:00,Adam Sandler,Allan Loeb,2011,1,0.287851363,30
40000000,Lionsgate,USA,Brad Furman,Crime,58009200,The Lincoln Lawyer,R,18.03.2011 00:00,Matthew McConaughey,John Romano,2011,1,0.45023,50
35000000,New Line Cinema,USA,Seth Gordon,Comedy,117538559,Horrible Bosses,R,8.07.2011 00:00,Jason Bateman,Michael Markowitz,2011,1,2.358244543,240
60000000,DreamWorks,USA,D.J. Caruso,Action,55100437,I Am Number Four,PG-13,18.02.2011 00:00,Alex Pettyfer,Alfred Gough,2011,0,-0.081659383,-10
6500000,See-Saw Films,UK,Steve McQueen,Drama,4000304,Shame,NC-17,16.03.2012 00:00,Michael Fassbender,Steve McQueen,2011,0,-0.384568615,-40
40000000,Dimension Films,USA,Wes Craven,Horror,38180928,Scream 4,R,15.04.2011 00:00,Neve Campbell,Kevin Williamson,2011,0,-0.0454768,0
35000000,Screen Gems,USA,Will Gluck,Comedy,55802754,Friends with Benefits,R,22.07.2011 00:00,Mila Kunis,Keith Merryman,2011,1,0.5943644,60
20000000,Columbia Pictures,USA,Jake Kasdan,Comedy,100292856,Bad Teacher,R,24.06.2011 00:00,Cameron Diaz,Gene Stupnitsky,2011,1,4.0146428,400
150000000,Paramount Pictures,USA,Martin Scorsese,Adventure,73864507,Hugo,PG,23.11.2011 00:00,Asa Butterfield,John Logan,2011,0,-0.507569953,-50
1000000,Snoot Entertainment,USA,Adam Wingard,Horror,18474268,You're Next,R,23.08.2013 00:00,Sharni Vinson,Simon Barrett,2011,1,17.474268,1750
50000000,Columbia Pictures,USA,Bennett Miller,Biography,75605492,Moneyball,PG-13,23.09.2011 00:00,Brad Pitt,Steven Zaillian,2011,1,0.51210984,50
15000000,Focus Features,USA,Lone Scherfig,Drama,13843771,One Day,PG-13,19.08.2011 00:00,Anne Hathaway,David Nicholls,2011,0,-0.077081933,-10
25000000,Paramount Pictures,USA,Ivan Reitman,Comedy,70662220,No Strings Attached,R,21.01.2011 00:00,Natalie Portman,Elizabeth Meriwether,2011,1,1.8264888,180
110000000,Summit Entertainment,USA,Bill Condon,Adventure,281287133,The Twilight Saga: Breaking Dawn - Part 1,PG-13,18.11.2011 00:00,Kristen Stewart,Melissa Rosenberg,2011,1,1.557155755,160
7000000,BBC Films,UK,Lynne Ramsay,Drama,1738692,We Need to Talk About Kevin,R,13.01.2012 00:00,Tilda Swinton,Lynne Ramsay,2011,0,-0.751615429,-80
125000000,Warner Bros.,USA,Guy Ritchie,Action,186848418,Sherlock Holmes: A Game of Shadows,PG-13,16.12.2011 00:00,Robert Downey Jr.,Michele Mulroney,2011,1,0.494787344,50
7400000,Zentropa Entertainments,Denmark,Lars von Trier,Drama,3029870,Melancolía,R,27.07.2012 00:00,Kirsten Dunst,Lars von Trier,2011,0,-0.590558108,-60
125000000,Universal Pictures,USA,Justin Lin,Action,209837675,Fast Five,PG-13,29.04.2011 00:00,Vin Diesel,Chris Morgan,2011,1,0.6787014,70
30000000,Focus Features,USA,Joe Wright,Action,40259119,Hanna,PG-13,8.04.2011 00:00,Saoirse Ronan,Seth Lochhead,2011,1,0.341970633,30
50200000,Universal Pictures,USA,George Nolfi,Romance,62495645,The Adjustment Bureau,PG-13,4.03.2011 00:00,Matt Damon,George Nolfi,2011,1,0.244933167,20
13000000,Blue Haze Entertainment,Spain,Pedro Almodóvar,Drama,3185812,La piel que habito,R,2.12.2011 00:00,Antonio Banderas,Thierry Jonquet,2011,0,-0.754937538,-80
25000000,Open Road Films (II),USA,Joe Carnahan,Action,51580136,The Grey,R,27.01.2012 00:00,Liam Neeson,Joe Carnahan,2011,1,1.06320544,110
110000000,DreamWorks,USA,Shawn Levy,Action,85468508,Real Steel,PG-13,7.10.2011 00:00,Hugh Jackman,John Gatins,2011,0,-0.223013564,-20
135000000,Paramount Pictures,USA,Gore Verbinski,Animation,123477607,Rango,PG,4.03.2011 00:00,Johnny Depp,John Logan,2011,0,-0.085351059,-10
6000000,Code Red,USA,Lance Daly,Drama,4106,The Good Doctor,PG-13,31.08.2012 00:00,Orlando Bloom,John Enbom,2011,0,-0.999315667,-100
38000000,Morgan Creek Productions,USA,Matthijs van Heijningen Jr.,Horror,16928670,The Thing,R,14.10.2011 00:00,Mary Elizabeth Winstead,Eric Heisserer,2011,0,-0.554508684,-60
90000000,Millennium Films,USA,Marcus Nispel,Action,21295021,Conan the Barbarian,R,19.08.2011 00:00,Jason Momoa,Thomas Dean Donnelly,2011,0,-0.763388656,-80
32000000,Cottonwood Pictures,USA,Terrence Malick,Drama,13303319,The Tree of Life,PG-13,21.10.2011 00:00,Brad Pitt,Terrence Malick,2011,0,-0.584271281,-60
