,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released,budget_norm,runtime_norm,votes_norm,popularity_norm
438,999999,Other,USA,Other,Comedy,238230,Fear of a Black Hat,3.06.1994 00:00,88,3462,Rusty Cundieff,1993,0,-0.761769762,-80,20239,tt0106880,Fear of a Black Hat,0.985441,The First Drive-By Comedy,Fear of a Black Hat,Comedy,"GB, US",1994,-1.230030372158996,-1.1970009251849423,-0.9035513780437358,-1.958976856545531
439,2500000,Other,USA,Other,Drama,764083,"Bodies, Rest & Motion",9.04.1993 00:00,95,2008,Roger Hedden,1993,0,-0.6943668,-70,47676,tt0106447,"Bodies, Rest & Motion",2.296734,Nick is leaving. Beth is staying. Carol is waiting. Sid is painting.,"Bodies, Rest & Motion","Drama, Romance",US,1993,-1.1658187020083826,-0.6999135044557844,-0.9276784274812645,-1.5920841380723185
440,5000000,Other,USA,Other,Action,2970,Philadelphia Experiment II,4.06.1994 00:00,97,1526,Wallace C. Bennett,1993,0,-0.999406,-100,35610,tt0107819,Philadelphia Experiment II,1.155075,They cut a hole through time,Philadelphia Experiment II,Science Fiction,US,1994,-1.0587993231036128,-0.5578885271045964,-0.9356765277762362,-1.911514177033412
441,800000,Other,USA,Other,Drama,1001437,Ruby in Paradise,5.11.1993 00:00,114,2137,Jane Austen,1993,1,0.25179625,30,47889,tt0108000,Ruby in Paradise,0.941994,A woman's search for herself.,Ruby in Paradise,"Drama, Romance",US,1993,-1.238591879663626,0.6493237803805016,-0.9255378570703696,-1.97113309312996
442,30000000,Other,USA,Other,Action,121248145,Speed,10.06.1994 00:00,116,279357,Graham Yost,1994,1,3.041604833,300,1637,tt0111257,Speed,10.859292,Get ready for rush hour,Speed,"Action, Adventure, Crime",US,1994,0.011394465944085023,0.7913487577316897,3.6745313623737346,0.8036734704137742
443,34000000,Warner Bros.,USA,Oliver Stone,Crime,50282766,Natural Born Killers,26.08.1994 00:00,118,185627,Quentin Tarantino,1994,1,0.478904882,50,241,tt0110632,Natural Born Killers,11.226856,The Media Made Them Superstars.,Natural Born Killers,"Crime, Thriller, Drama",US,1994,0.18262547219171668,0.9333737350828777,2.1192161328141936,0.9065158978292244
444,30000000,TriStar Pictures,USA,Other,Drama,66638883,Legends of the Fall,13.01.1995 00:00,133,121453,Susan Shilliday,1994,1,1.2212961,120,4476,tt0110322,Legends of the Fall,12.199047,After the Fall from Innocence the Legend begins.,Legends of the Fall,"Adventure, Drama, Romance, War",US,1995,0.011394465944085023,1.9985610652167878,1.05434043088574,1.178529703184085
445,23000000,Other,USA,Other,Action,50693162,The Crow,13.05.1994 00:00,102,144969,James O'Barr,1994,1,1.204050522,120,9495,tt0109506,The Crow,15.799336,Real love is forever.,The Crow,"Fantasy, Action, Thriller",US,1994,-0.28825979498927035,-0.20282608372662636,1.44455480129353,2.185871173396466
446,46000000,Universal Pictures,USA,Other,Comedy,130512915,The Flintstones,27.05.1994 00:00,91,64538,Tom S. Parker,1994,1,1.837237283,180,888,tt0109813,The Flintstones,15.019586,Yabba-Dabba-Doo!,The Flintstones,"Fantasy, Comedy, Family",US,1994,0.6963184909346116,-0.9839634591581604,0.10991744688508652,1.967701323309958
447,11500000,Other,USA,Other,Comedy,20982557,Reality Bites,18.02.1994 00:00,99,38652,Helen Childress,1994,1,0.824570174,80,2788,tt0110950,Reality Bites,6.514592,A comedy about love in the '90s,Reality Bites,Drama,US,1994,-0.7805489379512114,-0.41586354975340833,-0.3196236822344939,-0.4119501880291263
448,35000000,Paramount Pictures,USA,Other,Action,75668868,Star Trek: Generations,18.11.1994 00:00,118,64703,Gene Roddenberry,1994,1,1.161967657,120,193,tt0111280,Star Trek: Generations,8.105708,Boldly go.,Star Trek: Generations,"Science Fiction, Action, Adventure, Thriller",US,1994,0.2254332237536246,0.9333737350828777,0.11265538578274281,0.03323549865281578
449,18000000,Touchstone Pictures,USA,Tim Burton,Biography,5887457,Ed Wood,7.10.1994 00:00,127,149166,Rudolph Grey,1994,0,-0.672919056,-70,522,tt0109707,Ed Wood,11.720358,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,"Comedy, Drama, History",US,1994,-0.50229855279881,1.5724861331632236,1.51419801070846,1.0445950993135358
450,8000000,New Line Cinema,USA,Wes Craven,Fantasy,18090181,New Nightmare,14.10.1994 00:00,112,41464,Wes Craven,1994,1,1.261272625,130,11596,tt0111686,New Nightmare,9.860522,"One, Two, Freddy's coming for you...",New Nightmare,"Horror, Thriller, Mystery, Fantasy",US,1994,-0.9303760684178891,0.5072988030293136,-0.2729625659908,0.524223004019543
451,62000000,Other,USA,Other,Action,122187717,Clear and Present Danger,3.08.1994 00:00,141,74328,Tom Clancy,1994,1,0.970769629,100,9331,tt0109444,Clear and Present Danger,7.513245,The war of drugs would lead him to the war of power.,Clear and Present Danger,"Action, Drama, Thriller",US,1994,1.3812425159251382,2.5666609746215396,0.2723684881460265,-0.1325324576047062
452,40000000,Warner Bros.,USA,Other,Comedy,38087756,Ri¢hie Ri¢h,21.12.1994 00:00,95,53644,Neil Tolkin,1994,0,-0.0478061,0,11011,tt0110989,Ri¢hie Ri¢h,6.595255,An adventure so big... even the world's richest kid can't afford to miss it!,Ri¢hie Ri¢h,"Comedy, Family",US,1994,0.43947198156316414,-0.6999135044557844,-0.07085289463653555,-0.38938111509866413
453,600000,Other,USA,Other,Comedy,141626,Texas Chainsaw Massacre: The Next Generation,21.10.1995 00:00,95,16202,Kim Henkel,1994,0,-0.763956667,-80,16780,tt0110978,Texas Chainsaw Massacre: The Next Generation,6.854576,"If looks could kill, he wouldn't need a chainsaw.",Texas Chainsaw Massacre: The Next Generation,"Horror, Comedy, Thriller",US,1995,-1.2471534299760076,-0.6999135044557844,-0.6921493080065166,-0.3168244960614299
454,50000000,Twentieth Century Fox Film Corporation,USA,Other,Adventure,16671505,Baby's Day Out,1.07.1994 00:00,99,36625,John Hughes,1994,0,-0.6665699,-70,11212,tt0109190,Baby's Day Out,12.508518,No bib. No crib. No problem.,Baby's Day Out,"Action, Adventure, Comedy, Family",US,1994,0.8675494971822433,-0.41586354975340833,-0.35325884675297453,1.265118022101843
455,35000000,Other,Other,Other,Action,33423521,Street Fighter,23.12.1994 00:00,102,56055,Steven E. de Souza,1994,0,-0.045042257,0,11667,tt0111301,Street Fighter,13.58449,The fight to save the world is on!,Street Fighter,"Action, Adventure, Thriller","JP, US",1994,0.2254332237536246,-0.20282608372662636,-0.03084579959260028,1.5661691922682814
456,20000000,Warner Bros.,USA,Other,Comedy,19288821,Little Giants,14.10.1994 00:00,107,21057,James Ferguson,1994,0,-0.03555895,0,20726,tt0110364,Little Giants,5.045874,"For everyone who's waited to be chosen, and wasn't... your day has come.",Little Giants,"Comedy, Family",US,1994,-0.4166830496749941,0.15223635965134366,-0.6115875301391148,-0.82288957357495
457,8000000,New Line Cinema,USA,Other,Fantasy,8946600,In the Mouth of Madness,3.02.1995 00:00,95,47554,Michael De Luca,1994,1,0.118325,10,2654,tt0113409,In the Mouth of Madness,8.497643,Lived Any Good Books Lately?,In the Mouth of Madness,"Horror, Mystery, Thriller",US,1995,-0.9303760684178891,-0.6999135044557844,-0.17190773031366777,0.14289680060043436
458,31000000,Other,USA,Michael Apted,Drama,33683817,Nell,23.12.1994 00:00,112,23973,Mark Handley,1994,1,0.086574742,10,1945,tt0110638,Nell,5.930957,Her heart. Her soul. Her language are a mystery...A mystery called Nell,Nell,"Drama, Thriller",US,1994,0.05420221750599294,0.5072988030293136,-0.5632006827114436,-0.5752481174362942
459,75000000,Other,USA,Richard Donner,Action,101631272,Maverick,20.05.1994 00:00,127,88132,Roy Huggins,1994,1,0.355083627,40,9359,tt0110478,Maverick,15.050326,"In their hands, a deck of cards was the only thing more dangerous than a gun.",Maverick,"Action, Adventure, Comedy, Drama, Western",US,1994,1.9377432862299413,1.5724861331632236,0.5014261156808595,1.9763022097372223
460,45000000,Warner Bros.,Other,Other,Action,57362581,The Specialist,7.10.1994 00:00,110,53868,John Shirley,1994,1,0.274724022,30,2636,tt0111255,The Specialist,10.388183,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,The Specialist,"Action, Thriller","PE, US",1994,0.6535107393727038,0.36527382567812566,-0.06713593516335367,0.6718597097155956
461,40000000,Other,USA,Other,Comedy,24332324,Renaissance Man,3.06.1994 00:00,128,14657,Jim Burnstein,1994,0,-0.3916919,-40,11858,tt0110971,Renaissance Man,4.985157,"One Man's Mission To Teach The Few, The Proud... The Impossible!",Renaissance Man,"Comedy, War","CA, US",1994,0.43947198156316414,1.6434986218388177,-0.7177863722300255,-0.8398778631391727
462,31000000,Other,USA,Other,Biography,24822619,Quiz Show,7.10.1994 00:00,133,57114,Paul Attanasio,1994,0,-0.199270355,-20,11450,tt0110932,Quiz Show,7.772505,Fifty million people watched but no one saw a thing.,Quiz Show,"History, Drama",US,1994,0.05420221750599294,1.9985610652167878,-0.0132732099403699,-0.059992906038912074
463,55000000,Warner Bros.,USA,Barry Levinson,Drama,83015089,Disclosure,9.12.1994 00:00,128,39139,Michael Crichton,1994,1,0.509365255,50,8984,tt0109635,Disclosure,11.812244,Sex Is Power.,Disclosure,"Drama, Thriller, Crime, Mystery, Romance",US,1994,1.0815882549917828,1.6434986218388177,-0.31154261409413864,1.0703043071943297
464,27000000,Twentieth Century Fox Film Corporation,USA,Other,Animation,13670688,The Pagemaster,23.11.1994 00:00,80,17391,David Kirschner,1994,0,-0.493678222,-50,15139,tt0110763,The Pagemaster,7.436001,All The Adventure Your Imagination Can Hold.,The Pagemaster,"Fantasy, Science Fiction, Family, Animation",US,1994,-0.11702878874163872,-1.7651008345896944,-0.6724195543743146,-0.15414491275069184
465,30000000,Other,Other,Other,Comedy,2869369,The Hudsucker Proxy,11.03.1994 00:00,111,68649,Ethan Coen,1994,0,-0.904354367,-90,11934,tt0110074,The Hudsucker Proxy,7.550545,They took him for a fall guy... but he threw them for a hoop.,The Hudsucker Proxy,"Comedy, Drama","DE, GB, US",1994,0.011394465944085023,0.4362863143537197,0.17813360935941994,-0.12209611851111647
466,40000000,Other,USA,Other,Mystery,19721814,Color of Night,19.08.1994 00:00,121,19835,Billy Ray,1994,0,-0.50695465,-50,2124,tt0109456,Color of Night,14.228963,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.",Color of Night,"Drama, Mystery, Romance, Thriller",US,1994,0.43947198156316414,1.1464112011096597,-0.631864871550848,1.7464892663879377
467,45000000,Universal Pictures,USA,Other,Action,46815748,The River Wild,30.09.1994 00:00,111,35146,Denis O'Neill,1994,1,0.040349956,0,8987,tt0110997,The River Wild,10.511241,The vacation is over,The River Wild,"Action, Adventure, Crime, Thriller",US,1994,0.6535107393727038,0.4362863143537197,-0.37780073541742093,0.7062906752968019
468,8000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,4350774,PCU,29.04.1994 00:00,79,10934,Adam Leff,1994,0,-0.45615325,-50,14425,tt0110759,PCU,8.888278,Flunk 'em if they can't take a joke.,PCU,Comedy,US,1994,-0.9303760684178891,-1.8361133232652884,-0.7795642299025974,0.2521943695501529
469,25000000,New Line Cinema,USA,Other,Comedy,22150451,Don Juan DeMarco,7.04.1995 00:00,97,43444,Lord Byron,1994,0,-0.11398196,-10,1909,tt0112883,Don Juan DeMarco,7.438934,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,"Romance, Drama, Comedy",US,1995,-0.20264429186545455,-0.5578885271045964,-0.24010729921892449,-0.15332427514850697
470,20000000,Other,USA,Other,Animation,9771658,The Swan Princess,18.11.1994 00:00,100,18972,Richard Rich,1994,0,-0.5114171,-50,22586,tt0111333,The Swan Princess,8.910462,An enchanting classic destined to capture your heart and free your spirit.,The Swan Princess,Animation,US,1994,-0.4166830496749941,-0.3448510610778144,-0.6461851216640443,0.2584013332620084
471,2500000,Other,Other,Other,Crime,6138485,The Last Seduction,26.10.1994 00:00,110,17307,Steve Barancik,1994,1,1.455394,150,25284,tt0110308,The Last Seduction,4.187079,She wants it all...,The Last Seduction,"Thriller, Mystery, Romance","GB, US",1994,-1.1658187020083826,0.36527382567812566,-0.6738134141767578,-1.063175788906842
472,50000000,Other,USA,Other,Action,38590500,On Deadly Ground,18.02.1994 00:00,101,19210,Ed Horowitz,1994,0,-0.22819,-20,9624,tt0110725,On Deadly Ground,6.678661,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,On Deadly Ground,"Action, Thriller",US,1994,0.8675494971822433,-0.27383857240222037,-0.6422358522237885,-0.3660445655426329
473,25000000,Other,USA,Other,Comedy,6841570,Exit to Eden,14.10.1994 00:00,113,5798,Anne Rice,1994,0,-0.7263372,-70,18395,tt0109758,Exit to Eden,4.322726,"To crack this case, these two cops will have to flash more than their badges.",Exit to Eden,"Thriller, Comedy, Crime, Romance",US,1994,-0.20264429186545455,0.5783112917049077,-0.8647888006805533,-1.0252224889328958
474,7400000,New Line Cinema,USA,Other,Action,7690013,Surviving the Game,15.04.1994 00:00,96,8846,Eric Bernt,1994,1,0.039190946,0,17585,tt0111323,Surviving the Game,3.644641,The ultimate manhunt.,Surviving the Game,"Action, Adventure, Thriller, Crime",US,1994,-0.9560607193550338,-0.6289010157801903,-0.8142116021347571,-1.2149470196105616
475,2500000,Other,Other,Other,Crime,2881508,Shallow Grave,10.02.1995 00:00,89,49100,John Hodge,1994,1,0.1526032,20,9905,tt0111149,Shallow Grave,8.223026,The award winning thriller that'll bury you with laughs.,Shallow Grave,"Crime, Thriller",GB,1995,-1.1658187020083826,-1.1259884365093484,-0.14625407252108216,0.0660604431509872
476,16000000,Other,USA,Other,Drama,3359465,Blue Sky,16.09.1994 00:00,101,5683,Rama Laurie Stagner,1994,0,-0.790033438,-80,57834,tt0109306,Blue Sky,4.993829,"In a world of secrets, love is the most powerful weapon.",Blue Sky,"Drama, Romance",US,1994,-0.5879140559226258,-0.27383857240222037,-0.8666970611243744,-0.8374514842485665
477,12000000,Columbia Pictures Corporation,USA,Other,Action,8914777,The Next Karate Kid,9.09.1994 00:00,107,20024,Robert Mark Kamen,1994,0,-0.257101917,-30,11231,tt0110657,The Next Karate Kid,9.9697,Who says the good guy has to be a guy?,The Next Karate Kid,Adventure,US,1994,-0.7591450621702575,0.15223635965134366,-0.6287286869953509,0.5547704203616332
478,25000000,Universal Pictures,USA,Other,Action,32055248,The Shadow,1.07.1994 00:00,108,19958,Walter B. Gibson,1994,1,0.28220992,30,8850,tt0111143,The Shadow,7.881107,The Shadow Knows!,The Shadow,"Adventure, Fantasy, Action, Thriller, Science Fiction",US,1994,-0.20264429186545455,0.22324884832693767,-0.6298238625544134,-0.02960665139435289
479,13000000,Other,USA,Other,Comedy,7881335,Serial Mom,13.04.1994 00:00,95,22529,John Waters,1994,0,-0.393743462,-40,11592,tt0111127,Serial Mom,5.305311,"Every Mom Wants to Be Wanted, But Not For Murder One!",Serial Mom,"Comedy, Crime, Horror, Thriller",US,1994,-0.7163373106083495,-0.6999135044557844,-0.5871617964582053,-0.7503004983625188
480,25000000,Other,USA,Other,Comedy,6507514,The Road to Wellville,28.10.1994 00:00,118,10226,T. Coraghessan Boyle,1994,0,-0.73969944,-70,10467,tt0111001,The Road to Wellville,3.416181,A comedy of the heart and other organs.,The Road to Wellville,"Comedy, Romance",US,1994,-0.20264429186545455,0.9333737350828777,-0.7913124768089045,-1.2788688970722655
481,11000000,Touchstone Pictures,USA,Other,Comedy,11439193,The Ref,11.03.1994 00:00,96,20548,Marie Weiss,1994,1,0.039926636,0,10872,tt0110955,The Ref,5.868677,They might be his hostages but what they're doing to this guy is criminal.,The Ref,Comedy,US,1994,-0.8019528137321653,-0.6289010157801903,-0.6200336567991576,-0.5926737259818381
482,7000000,Other,USA,Other,Biography,19604000,8 Seconds,25.02.1994 00:00,105,4037,Monte Merrick,1994,1,1.800571429,180,18069,tt0109021,8 Seconds,1.888534,Hang on for the ride of your life!,8 Seconds,"Drama, Romance",US,1994,-0.973183819979797,0.010211382300155654,-0.8940100758246304,-1.7062962994128925
483,6200000,Warner Bros.,USA,Other,Comedy,126247,Police Academy: Mission to Moscow,26.08.1994 00:00,83,26638,Neal Israel,1994,0,-0.979637581,-100,11546,tt0110857,Police Academy: Mission to Moscow,6.168241,"Just when we thought the Cold War was over, leave it to these guys to heat it up again.",Police Academy: Mission to Moscow,"Comedy, Crime",US,1994,-1.0074300212293232,-1.5520633685629124,-0.5189788211220253,-0.5088573323026913
484,10000000,Other,USA,Other,Action,29392418,A Low Down Dirty Shame,23.11.1994 00:00,100,4331,Keenen Ivory Wayans,1994,1,1.9392418,190,26352,tt0110399,A Low Down Dirty Shame,3.021526,He's armed and dangerously funny.,A Low Down Dirty Shame,"Action, Comedy, Crime",US,1994,-0.8447605652940733,-0.3448510610778144,-0.8891315665160793,-1.389291240369336
485,7850000,Other,USA,Other,Action,2341309,Double Dragon,4.11.1994 00:00,96,9200,Paul Dini,1994,0,-0.701744076,-70,2436,tt0106761,Double Dragon,5.190767,Power. Justice. Darkness. Light.,Double Dragon,"Action, Adventure, Comedy, Science Fiction",US,1994,-0.9367972311521753,-0.6289010157801903,-0.8083374786816035,-0.7823492926020942
486,12000000,Other,Other,Other,Drama,2104000,Death and the Maiden,27.01.1995 00:00,103,18786,Ariel Dorfman,1994,0,-0.824666667,-80,10531,tt0109579,Death and the Maiden,5.484156,Prepare yourself for the moment of truth.,Death and the Maiden,"Drama, Thriller, Mystery","US, FR, GB",1995,-0.7591450621702575,-0.13181359505103235,-0.6492715255123114,-0.7002606306629721
487,25000000,Paramount Pictures,USA,Other,Comedy,26372663,I.Q.,25.12.1994 00:00,100,20930,Andy Breckman,1994,1,0.05490652,10,11777,tt0110099,I.Q.,5.146352,Think Love.,I.Q.,"Comedy, Drama, Romance",US,1994,-0.20264429186545455,-0.3448510610778144,-0.6136949134118563,-0.7947763703726517
488,19000000,Other,USA,Other,Comedy,7411659,Clifford,1.04.1994 00:00,90,5807,William Porter,1994,0,-0.609912684,-60,2778,tt0109447,Clifford,2.459293,"What's the difference between Clifford and a pit bull? One will tear your heart out, scare your friends and wreck your house. The other one is a dog.",Clifford,"Comedy, Family",US,1994,-0.459490801236902,-1.0549759478337544,-0.8646394585588629,-1.5466010054526165
489,20000000,Other,USA,Other,Family,11784000,3 Ninjas Kick Back,6.05.1994 00:00,93,7189,Sang-ok Shin,1994,0,-0.4108,-40,18885,tt0109015,3 Ninjas Kick Back,3.775127,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",3 Ninjas Kick Back,"Adventure, Action, Comedy, Family","JP, US",1994,-0.4166830496749941,-0.8419384818069724,-0.841707146094857,-1.178437739638278
