,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released
1166,30000000,Other,USA,Other,Drama,23245840,One True Thing,18.09.1998 00:00,127,9970,Anna Quindlen,1998,0,-0.225138667,-20,53113,tt0120776,One True Thing,2.586355,Love What You Have.,One True Thing,"Drama, Romance",US,1998
1167,13000000,TriStar Pictures,USA,Other,Action,27052167,The Big Hit,24.04.1998 00:00,91,25792,Ben Ramsey,1998,1,1.080935923,110,9448,tt0120609,The Big Hit,5.975082,Nothing's more dangerous than some nice guys... with a little time to kill.,The Big Hit,"Action, Adventure, Comedy, Thriller",US,1998
1168,30000000,Hollywood Pictures,USA,Other,Comedy,18252684,Simon Birch,11.09.1998 00:00,114,19073,Mark Steven Johnson,1998,0,-0.3915772,-40,22796,tt0124879,Simon Birch,2.651408,Destiny has big plans for little Simon Birch.,Simon Birch,"Comedy, Drama, Family",US,1998
1169,27000000,Twentieth Century Fox Film Corporation,USA,Richard Linklater,Action,10297897,The Newton Boys,27.03.1998 00:00,122,8995,Claude Stanush,1998,0,-0.618596407,-60,42807,tt0120769,The Newton Boys,2.917013,Four Brothers. Four Criminals. For The Money... They Would Stop At Nothing.,The Newton Boys,"Crime, Action, Drama",US,1998
1170,2000000,Other,Other,Other,Comedy,6719300,Smoke Signals,26.06.1998 00:00,89,8559,Sherman Alexie,1998,1,2.35965,240,20862,tt0120321,Smoke Signals,2.270828,,Smoke Signals,"Drama, Comedy","CA, US",1998
1171,3000000,Other,Other,Other,Crime,9630169,Belly,4.11.1998 00:00,96,7666,Anthony Bodden,1998,1,2.210056333,220,12888,tt0158493,Belly,3.436535,"Money, power, respect... but who's got your back?",Belly,"Crime, Drama",US,1998
1172,12000000,Other,USA,Woody Allen,Comedy,5032496,Celebrity,20.11.1998 00:00,113,21644,Woody Allen,1998,0,-0.580625333,-60,9466,tt0120533,Celebrity,5.704352,A funny look at people who will do anything to get famous... or stay famous.,Celebrity,"Drama, Comedy",US,1998
1173,5000000,Other,USA,Other,Comedy,5881367,The Opposite of Sex,22.05.1998 00:00,105,18791,Don Roos,1998,1,0.1762734,20,9844,tt0120777,The Opposite of Sex,14.734622,"You'll laugh, you'll cry, you'll be offended",The Opposite of Sex,"Comedy, Drama",US,1998
1174,75000000,Touchstone Pictures,USA,Other,Drama,56702901,A Civil Action,8.01.1999 00:00,115,24412,Jonathan Harr,1998,0,-0.24396132,-20,9422,tt0120633,A Civil Action,9.353499,Justice has its price.,A Civil Action,Drama,US,1999
1175,15000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,29106737,The Object of My Affection,17.04.1998 00:00,111,16506,Stephen McCauley,1998,1,0.940449133,90,17127,tt0120772,The Object of My Affection,6.715856,Sometimes The Most Desirable Relationship Is The One You Can't Have,The Object of My Affection,"Comedy, Drama, Romance",US,1998
1176,70000000,Other,USA,Other,Action,19819494,Hard Rain,16.01.1998 00:00,97,28397,Graham Yost,1998,0,-0.716864371,-70,11258,tt0120696,Hard Rain,6.363405,"In the worst storm in living memory, one guard stands between five men and three million dollars.",Hard Rain,Thriller,"DK, FR, NZ, GB, US",1998
1177,3500000,Other,USA,Other,Biography,6390032,Gods and Monsters,4.11.1998 00:00,105,26050,Christopher Bram,1998,1,0.825723429,80,3033,tt0120684,Gods and Monsters,6.788021,,Gods and Monsters,Drama,"GB, US",1998
1178,5000000,Fox Searchlight Pictures,USA,Other,Comedy,5480318,Slums of Beverly Hills,11.09.1998 00:00,91,10079,Tamara Jenkins,1998,1,0.0960636,10,14662,tt0120831,Slums of Beverly Hills,5.913162,Growing Up is Hard to Do,Slums of Beverly Hills,"Comedy, Drama",US,1998
1179,6000000,Other,USA,Other,Comedy,2281761,Pecker,9.10.1998 00:00,87,12098,John Waters,1998,0,-0.6197065,-60,11855,tt0126604,Pecker,2.348919,He never realized how far 35 millimeters would take him.,Pecker,Comedy,US,1998
1180,14000000,Other,Other,Other,Comedy,3956212,Playing by Heart,22.01.1999 00:00,121,17129,Willard Carroll,1998,0,-0.717413429,-70,825,tt0145734,Playing by Heart,3.010088,"If romance is a mystery, there's only one way to figure it out.",Playing by Heart,Drama,US,1999
1181,20000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,37672350,How Stella Got Her Groove Back,14.08.1998 00:00,124,5794,Terry McMillan,1998,1,0.8836175,90,33644,tt0120703,How Stella Got Her Groove Back,3.645263,Sometimes you have to break the rules to free your heart.,How Stella Got Her Groove Back,"Comedy, Drama, Romance",US,1998
1182,50000000,Other,USA,Other,Action,13806137,Desperate Measures,30.01.1998 00:00,100,14476,David Klass,1998,0,-0.72387726,-70,9458,tt0118966,Desperate Measures,3.713996,Desperate times call for. . .,Desperate Measures,"Action, Drama, Thriller",US,1998
1183,30000000,Other,USA,Other,Adventure,6114928,Almost Heroes,29.05.1998 00:00,90,13764,Mark Nutter,1998,0,-0.796169067,-80,14342,tt0119053,Almost Heroes,8.92689,Almost History... Almost Legends... Mostly Ridiculous.,Almost Heroes,"Action, Adventure, Comedy, Western",US,1998
1184,18000000,Other,USA,Other,Comedy,3551208,Major League: Back to the Minors,17.04.1998 00:00,100,6102,David S. Ward,1998,0,-0.802710667,-80,9771,tt0120742,Major League: Back to the Minors,8.207548,They're Just Nine Players Short of a Dream Team,Major League: Back to the Minors,Comedy,US,1998
1185,8000000,Castle Rock Entertainment,USA,Other,Comedy,2987297,The Last Days of Disco,12.06.1998 00:00,113,10509,Whit Stillman,1998,0,-0.626587875,-60,16980,tt0120728,The Last Days of Disco,8.666763,History is made at night.,The Last Days of Disco,"Comedy, Drama, Romance",US,1998
1186,14000000,Paramount Pictures,USA,Other,Comedy,15062898,Dead Man on Campus,21.08.1998 00:00,96,12255,Anthony Abrams,1998,1,0.075921286,10,14557,tt0118301,Dead Man on Campus,9.183343,,Dead Man on Campus,Comedy,US,1998
1187,25000000,Other,USA,Other,Thriller,1534569,The Gingerbread Man,23.01.1998 00:00,114,9583,John Grisham,1998,0,-0.93861724,-90,12488,tt0119196,The Gingerbread Man,7.883472,,The Gingerbread Man,Thriller,US,1998
1188,25000000,Other,USA,Other,Biography,777423,Without Limits,11.09.1998 00:00,117,6061,Robert Towne,1998,0,-0.96890308,-100,22256,tt0119934,Without Limits,3.643468,PRE. The way he competed. The way he lived his life.,Without Limits,Drama,US,1998
1189,0,Other,Other,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
1190,1100000,Other,USA,Other,Horror,631221,Strangeland,2.10.1998 00:00,85,5935,Dee Snider,1998,0,-0.426162727,-40,27791,tt0124102,Strangeland,2.31478,Wanna come to a party?,Strangeland,Horror,US,1998
1191,35000000,Other,Other,Other,Action,10076136,Knock Off,4.09.1998 00:00,91,12179,Steven E. de Souza,1998,0,-0.7121104,-70,37498,tt0120724,Knock Off,5.213714,There is no substitute.,Knock Off,"Action, Adventure, Thriller","AW, HK, US",1998
1192,23000000,DreamWorks,USA,Other,Adventure,27008669,Paulie,17.04.1998 00:00,91,12531,Laurie Craig,1998,1,0.174289957,20,36568,tt0125454,Paulie,3.913118,The Bird is the Word,Paulie,"Comedy, Family",US,1998
1193,20000000,Other,USA,Other,Action,2147114,Tarzan and the Lost City,24.04.1998 00:00,100,1892,Edgar Rice Burroughs,1998,0,-0.8926443,-90,38618,tt0120856,Tarzan and the Lost City,0.740462,,Tarzan and the Lost City,"Action, Adventure","AU, DE, US",1998
1194,12000000,Other,Other,Other,Adventure,1262786,Hideous Kinky,13.01.1999 00:00,98,5757,Esther Freud,1998,0,-0.894767833,-90,10209,tt0136244,Hideous Kinky,2.402484,A Journey to Love,Hideous Kinky,"Romance, Drama","FR, GB",1999
1195,7000000,Miramax,USA,Other,Comedy,258212,Wide Awake,20.03.1998 00:00,88,3440,M. Night Shyamalan,1998,0,-0.963112571,-100,32911,tt0120510,Wide Awake,2.976537,Meeting your best friend. Finding your favorite teacher. Having your first crush. Remember what it felt like to be...,Wide Awake,"Comedy, Drama, Family",US,1998
1196,15000000,Other,Other,Other,Adventure,11144518,Barney's Great Adventure,3.04.1998 00:00,76,2827,Stephen White,1998,0,-0.257032133,-30,17644,tt0120598,Barney's Great Adventure,1.197711,,Barney's Great Adventure,Family,US,1998
1197,60000000,Other,USA,Other,Comedy,12065985,Holy Man,9.10.1998 00:00,114,17120,Tom Schulman,1998,0,-0.79890025,-80,9713,tt0120701,Holy Man,5.403617,The Comedy Where Nothing's Sacred!,Holy Man,"Drama, Comedy",US,1998
1198,5000000,Castle Rock Entertainment,USA,Other,Comedy,1980338,Zero Effect,30.01.1998 00:00,116,12839,Jake Kasdan,1998,0,-0.6039324,-60,16148,tt0120906,Zero Effect,3.621052,The world's most private detective.,Zero Effect,"Comedy, Crime, Mystery, Thriller",US,1998
1199,7000000,Other,Other,Other,Biography,4874838,Hilary and Jackie,5.02.1999 00:00,121,8950,Hilary du Pré,1998,0,-0.303594571,-30,46992,tt0150915,Hilary and Jackie,6.387602,Two sisters. Two lives. One Love...,Hilary and Jackie,"Music, Drama",GB,1999
1200,30000000,Walt Disney Pictures,USA,Other,Comedy,12213678,I'll Be Home for Christmas,13.11.1998 00:00,86,7267,Tom Nursall,1998,0,-0.5928774,-60,17037,tt0155753,I'll Be Home for Christmas,3.366048,Somewhere between L.A. and N.Y. Jake found the meaning of Christmas.,I'll Be Home for Christmas,"Comedy, Family",US,1998
1201,6000000,Other,USA,Other,Drama,9122,Hell's Kitchen,19.01.2001 00:00,95,2209,Tony Cinciripini,1998,0,-0.998479667,-100,37900,tt0129136,Hell's Kitchen,2.973539,The road to redemption is covered in blood.,Hell's Kitchen,"Crime, Drama",US,2001
1202,700000,Other,USA,Other,Comedy,870751,Edge of Seventeen,20.04.2000 00:00,99,4954,Todd Stephens,1998,1,0.24393,20,4927,tt0138414,Edge of Seventeen,1.666469,,Edge of Seventeen,"Comedy, Drama, Romance",US,2000
1203,5000000,Other,USA,Other,Comedy,4710749,Your Friends & Neighbors,21.08.1998 00:00,100,7208,Neil LaBute,1998,0,-0.0578502,-10,77469,tt0119517,Your Friends & Neighbors,1.564774,A modern immorality tale.,Your Friends & Neighbors,"Drama, Comedy",US,1998
1204,8000000,Other,USA,Other,Comedy,1789892,Clay Pigeons,25.09.1998 00:00,104,9721,Matthew L. Healy,1998,0,-0.7762635,-80,26618,tt0118863,Clay Pigeons,6.108589,"Some killers are strange, some are deranged, and some are just plain psycho.",Clay Pigeons,"Comedy, Crime, Drama, Thriller","DE, US",1998
1205,20000000,Other,USA,Other,Comedy,1923061,Goodbye Lover,16.04.1999 00:00,102,3012,Ron Peer,1998,0,-0.90384695,-90,49981,tt0119219,Goodbye Lover,8.661415,No one's ever been so good at being so bad.,Goodbye Lover,"Thriller, Comedy, Crime, Mystery","DE, US",1999
1206,1000000,Other,USA,Other,Comedy,21210,Safe Men,7.08.1998 00:00,88,2851,John Hamburg,1998,0,-0.97879,-100,16155,tt0120813,Safe Men,3.383704,Welcome to the world of disorganised crime.,Safe Men,"Comedy, Crime",US,1998
1207,15000000,Other,USA,Other,Comedy,10443316,Home Fries,25.11.1998 00:00,91,7388,Vince Gilligan,1998,0,-0.303778933,-30,12257,tt0119304,Home Fries,2.312844,A long shot romance in a short order world.,Home Fries,"Drama, Comedy, Romance",US,1998
1208,24000000,Other,USA,Other,Comedy,4308981,Meet the Deedles,27.03.1998 00:00,93,2385,Jim Herzfeld,1998,0,-0.820459125,-80,40688,tt0120645,Meet the Deedles,7.336354,Fish out of water...Surfers in Yellowstone,Meet the Deedles,"Animation, Comedy, Family",,1998
1209,13000000,Other,USA,Other,Comedy,8026971,Woo,8.05.1998 00:00,84,1586,David C. Johnson,1998,0,-0.382540692,-40,58680,tt0120531,Woo,2.326115,It's Woo's world.. we're just living in it.,Woo,"Comedy, Romance",US,1998
1210,2000000,Other,USA,Other,Action,124494,Six-String Samurai,18.09.1998 00:00,91,5956,Jeffrey Falcon,1998,0,-0.937753,-90,24746,tt0118736,Six-String Samurai,2.740989,Vegas Needs a New King.,Six-String Samurai,"Action, Adventure, Science Fiction",US,1998
1211,3500000,Other,USA,Other,Comedy,9247881,Ringmaster,25.11.1998 00:00,90,4578,Jon Bernstein,1998,1,1.642251714,160,37536,tt0165494,Ringmaster,0.556435,,Ringmaster,Comedy,US,1998
1212,10000000,Other,USA,Other,Drama,12903,Savior,20.11.1998 00:00,103,9097,Robert Orr,1998,0,-0.9987097,-100,2042,tt0120070,Savior,3.699017,"He's fighting a war he doesn't believe in, hoping to find something he does.",Savior,"History, Drama, War",US,1998
1213,63000000,Fox 2000 Pictures,USA,Other,Drama,37030102,Fight Club,15.10.1999 00:00,139,1492073,Chuck Palahniuk,1999,0,-0.412220603,-40,550,tt0137523,Fight Club,63.869599,Mischief. Mayhem. Soap.,Fight Club,Drama,"DE, US",1999
1214,15000000,DreamWorks,USA,Other,Drama,130096601,American Beauty,1.10.1999 00:00,122,899755,Alan Ball,1999,1,7.673106733,770,14,tt0169547,American Beauty,20.726578,Look closer.,American Beauty,Drama,US,1999
1215,63000000,Warner Bros.,USA,Other,Action,171479930,The Matrix,31.03.1999 00:00,136,1339820,Lilly Wachowski,1999,1,1.721903651,170,603,tt0133093,The Matrix,33.366332,Welcome to the Real World.,The Matrix,"Action, Science Fiction","AU, US",1999
1216,60000000,Castle Rock Entertainment,USA,Other,Crime,136801374,The Green Mile,10.12.1999 00:00,189,879924,Stephen King,1999,1,1.2800229,130,497,tt0120689,The Green Mile,19.96678,Miracles do happen.,The Green Mile,"Fantasy, Drama, Crime",US,1999
1217,11000000,Universal Pictures,USA,Other,Comedy,102561004,American Pie,9.07.1999 00:00,95,332271,Adam Herz,1999,1,8.323727636,830,2105,tt0163651,American Pie,18.344227,There's nothing like your first piece.,American Pie,"Comedy, Romance",US,1999
1218,65000000,Warner Bros.,Other,Other,Drama,55691208,Eyes Wide Shut,16.07.1999 00:00,159,246014,Stanley Kubrick,1999,0,-0.143212185,-10,345,tt0120663,Eyes Wide Shut,13.268484,Cruise. Kidman. Kubrick.,Eyes Wide Shut,"Mystery, Drama","GB, US",1999
1219,40000000,Hollywood Pictures,USA,Other,Drama,293506292,The Sixth Sense,6.08.1999 00:00,107,766528,M. Night Shyamalan,1999,1,6.3376573,630,745,tt0167404,The Sixth Sense,18.449169,Not every gift is a blessing.,The Sixth Sense,"Mystery, Thriller, Drama",US,1999
1220,30000000,Touchstone Pictures,USA,Other,Comedy,38176108,10 Things I Hate About You,31.03.1999 00:00,97,244103,Karen McCullah,1999,1,0.272536933,30,4951,tt0147800,10 Things I Hate About You,12.069966,How do I loathe thee? Let me count the ways.,10 Things I Hate About You,"Comedy, Romance, Drama",US,1999
1221,100000000,Paramount Pictures,USA,Tim Burton,Fantasy,101071502,Sleepy Hollow,19.11.1999 00:00,105,284929,Washington Irving,1999,1,0.01071502,0,2668,tt0162661,Sleepy Hollow,11.072361,Heads will roll.,Sleepy Hollow,"Drama, Fantasy, Thriller, Mystery","DE, US",1999
1222,115000000,Other,USA,Other,Action,474544677,Star Wars: Episode I - The Phantom Menace,19.05.1999 00:00,136,584809,George Lucas,1999,1,3.126475452,310,1893,tt0120915,Star Wars: Episode I - The Phantom Menace,15.649091,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,"Adventure, Action, Science Fiction",US,1999
1223,60000000,Warner Bros.,USA,Renny Harlin,Action,73648142,Deep Blue Sea,28.07.1999 00:00,105,105864,Duncan Kennedy,1999,1,0.227469033,20,8914,tt0149261,Deep Blue Sea,7.493615,Bigger. Smarter. Faster. Meaner.,Deep Blue Sea,"Action, Science Fiction, Thriller","AU, US",1999
1224,6000000,Other,USA,Other,Drama,4859475,The Virgin Suicides,19.05.2000 00:00,97,125166,Jeffrey Eugenides,1999,0,-0.1900875,-20,1443,tt0159097,The Virgin Suicides,10.505387,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",The Virgin Suicides,"Drama, Romance",US,2000
1225,10500000,Columbia Pictures Corporation,USA,Other,Drama,38328567,Cruel Intentions,5.03.1999 00:00,97,157466,Choderlos de Laclos,1999,1,2.650339714,270,796,tt0139134,Cruel Intentions,8.181065,"In the game of seduction, There is only one rule: Never fall in love.",Cruel Intentions,"Drama, Romance, Thriller",US,1999
1226,45000000,DreamWorks,USA,Other,Adventure,71583916,Galaxy Quest,25.12.1999 00:00,102,130142,David Howard,1999,1,0.590753689,60,926,tt0177789,Galaxy Quest,15.831374,A comedy of Galactic Proportions.,Galaxy Quest,"Comedy, Family, Science Fiction",US,1999
1227,37000000,Other,USA,Other,Drama,22455976,Magnolia,7.01.2000 00:00,188,253771,Paul Thomas Anderson,1999,0,-0.39308173,-40,334,tt0175880,Magnolia,9.091636,"Things fall down. People look up. And when it rains, it pours.",Magnolia,Drama,US,2000
1228,33000000,New Line Cinema,USA,Other,Action,206040086,Austin Powers: The Spy Who Shagged Me,11.06.1999 00:00,95,191205,Mike Myers,1999,1,5.24363897,520,817,tt0145660,Austin Powers: The Spy Who Shagged Me,13.984182,"I'm back, baby!",Austin Powers: The Spy Who Shagged Me,"Adventure, Comedy, Crime, Science Fiction",US,1999
1229,25000000,Fox 2000 Pictures,USA,Other,Comedy,55474756,Never Been Kissed,9.04.1999 00:00,107,72371,Abby Kohn,1999,1,1.21899024,120,11355,tt0151738,Never Been Kissed,7.257679,A Comedy With Class.,Never Been Kissed,"Romance, Comedy, Drama",US,1999
1230,7000000,Other,USA,Other,Action,25812,The Boondock Saints,19.11.1999 00:00,108,206785,Troy Duffy,1999,0,-0.996312571,-100,8374,tt0144117,The Boondock Saints,12.457908,Thy Kingdom Come. Thy Will Be Done.,The Boondock Saints,"Action, Thriller, Crime","CA, US",1999
1231,40000000,Columbia Pictures Corporation,USA,Other,Biography,28871190,"Girl, Interrupted",14.01.2000 00:00,127,135410,Susanna Kaysen,1999,0,-0.27822025,-30,3558,tt0172493,"Girl, Interrupted",8.285062,"The crazy thing is, you're not crazy.","Girl, Interrupted",Drama,"DE, US",2000
1232,90000000,Other,USA,Other,Animation,245852179,Toy Story 2,24.11.1999 00:00,92,420432,John Lasseter,1999,1,1.731690878,170,863,tt0120363,Toy Story 2,17.547693,The toys are back!,Toy Story 2,"Animation, Comedy, Family",US,1999
1233,40000000,Miramax,USA,Other,Crime,81298265,The Talented Mr. Ripley,25.12.1999 00:00,139,148622,Patricia Highsmith,1999,1,1.032456625,100,1213,tt0134119,The Talented Mr. Ripley,11.65502,How far would you go to become someone else?,The Talented Mr. Ripley,"Thriller, Crime, Drama",US,1999
1234,170000000,Other,USA,Other,Action,113805681,Wild Wild West,30.06.1999 00:00,106,136482,Jim Thomas,1999,0,-0.330554818,-30,8487,tt0120891,Wild Wild West,9.887602,It's a whole new west.,Wild Wild West,"Action, Adventure, Comedy, Science Fiction, Western",US,1999
1235,42000000,Other,Other,Other,Comedy,116089678,Notting Hill,28.05.1999 00:00,124,220588,Richard Curtis,1999,1,1.764039952,180,509,tt0125439,Notting Hill,9.874043,Can the most famous film star in the world fall for the man on the street?,Notting Hill,"Romance, Comedy, Drama","GB, US",1999
1236,60000,Other,USA,Other,Horror,140539099,The Blair Witch Project,30.07.1999 00:00,81,202691,Daniel Myrick,1999,1,2341.318317,234130,2667,tt0185937,The Blair Witch Project,14.838386,The scariest movie of all time is a true story.,The Blair Witch Project,"Horror, Mystery",US,1999
1237,13000000,Other,USA,Other,Comedy,22858926,Being John Malkovich,3.12.1999 00:00,112,270071,Charlie Kaufman,1999,1,0.758378923,80,492,tt0120601,Being John Malkovich,11.416319,Ever wanted to be someone else? Now you can.,Being John Malkovich,"Fantasy, Drama, Comedy",US,1999
1238,34200000,Other,USA,Dennis Dugan,Comedy,163479795,Big Daddy,25.06.1999 00:00,93,171997,Steve Franks,1999,1,3.780110965,380,9032,tt0142342,Big Daddy,8.011869,Nature called. Look who answered.,Big Daddy,"Comedy, Drama",US,1999
